d_pipe_mean,d_pipe_sigma,d_pipe_low,d_pipe_high,d_pipe_dist_type,soil_type,soil_density,t_pipe_mean,t_pipe_sigma,t_pipe_low,t_pipe_high,t_pipe_dist_type,sigma_y_mean,sigma_y_sigma,sigma_y_low,sigma_y_high,sigma_y_dist_type,n_param_mean,n_param_sigma,n_param_low,n_param_high,n_param_dist_type,r_param_mean,r_param_sigma,r_param_low,r_param_high,r_param_dist_type,alpha_backfill_mean,alpha_backfill_sigma,alpha_backfill_low,alpha_backfill_high,alpha_backfill_dist_type,s_u_backfill_mean,s_u_backfill_sigma,s_u_backfill_low,s_u_backfill_high,s_u_backfill_dist_type,gamma_backfill_mean,gamma_backfill_sigma,gamma_backfill_low,gamma_backfill_high,gamma_backfill_dist_type,h_pipe_mean,h_pipe_sigma,h_pipe_low,h_pipe_high,h_pipe_dist_type,phi_backfill_mean,phi_backfill_sigma,phi_backfill_low,phi_backfill_high,phi_backfill_dist_type,delta_backfill_mean,delta_backfill_sigma,delta_backfill_low,delta_backfill_high,delta_backfill_dist_type,op_press_mean,op_press_sigma,op_press_low,op_press_high,op_press_dist_type,l_anchor_mean,l_anchor_sigma,l_anchor_low,l_anchor_high,l_anchor_dist_type,beta_crossing_mean,beta_crossing_sigma,beta_crossing_low,beta_crossing_high,beta_crossing_dist_type,psi_dip_mean,psi_dip_sigma,psi_dip_low,psi_dip_high,psi_dip_dist_type,def_length_mean,def_length_sigma,def_length_low,def_length_high,def_length_dist_type,vs30_mean,vs30_sigma,vs30_low,vs30_high,vs30_dist_type,gw_depth_mean,gw_depth_sigma,gw_depth_low,gw_depth_high,gw_depth_dist_type,dist_river_mean,dist_river_sigma,dist_river_low,dist_river_high,dist_river_dist_type,dist_coast_mean,dist_coast_sigma,dist_coast_low,dist_coast_high,dist_coast_dist_type,dist_water_mean,dist_water_sigma,dist_water_low,dist_water_high,dist_water_dist_type,precip_mean,precip_sigma,precip_low,precip_high,precip_dist_type,steel_grade,level_to_run,GeologicUnit_Witter2006,GeologicUnit_BedrossianEtal2012
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.208526315975636,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,3.1227448,0.47238072707743883,-inf,inf,lognormal,-0.14859213,0.14916638004195087,-inf,49.851406,lognormal,4.9124103,0.14916638004195087,4.4539604,54.91241,lognormal,0.47869405,0.14916638004195087,-inf,50.478695,lognormal,5.5373344,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.7417073361331035,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,2.601059,0.47238072707743883,-inf,inf,lognormal,2.6620786,0.14916638004195087,-inf,52.66208,lognormal,4.793813,0.14916638004195087,4.259308,54.79381,lognormal,2.6329172,0.14916638004195087,-inf,52.632915,lognormal,5.5373344,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,5.956614269672236,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,2.7925618,0.47238072707743883,-inf,inf,lognormal,1.8441446,0.14916638004195087,-inf,51.844143,lognormal,4.6820126,0.14916638004195087,4.060222,54.682014,lognormal,1.757541,0.14916638004195087,-inf,51.75754,lognormal,5.431974,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,4.824305715904762,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.241623,0.293560379208524,-inf,inf,lognormal,4.206845,0.47238072707743883,-inf,inf,lognormal,0.72024745,0.14916638004195087,-inf,50.72025,lognormal,4.5638037,0.14916638004195087,3.8275046,54.563805,lognormal,0.51574785,0.14916638004195087,-inf,50.515747,lognormal,5.431974,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qss
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.38417577602395,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,-inf,0.293560379208524,-inf,inf,lognormal,2.4547503,0.47238072707743883,-inf,inf,lognormal,1.1307038,0.14916638004195087,-inf,51.130703,lognormal,-3.713384,0.14916638004195087,-inf,46.286617,lognormal,-inf,0.14916638004195087,-inf,-inf,lognormal,6.639438,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,4.32280727501391,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.953503,0.293560379208524,-inf,inf,lognormal,3.3223567,0.47238072707743883,-inf,inf,lognormal,1.1320935,0.14916638004195087,-inf,51.132095,lognormal,-1.2993845,0.14916638004195087,-inf,48.700615,lognormal,0.020891495,0.14916638004195087,-inf,50.020893,lognormal,6.684583,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,3.9945242269398897,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.953503,0.293560379208524,-inf,inf,lognormal,3.4677181,0.47238072707743883,-inf,inf,lognormal,0.286632,0.14916638004195087,-inf,50.286633,lognormal,-1.0061036,0.14916638004195087,-inf,48.993896,lognormal,-1.0051143,0.14916638004195087,-inf,48.994884,lognormal,6.635899,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.499937405290376,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,3.4944768,0.47238072707743883,-inf,inf,lognormal,2.0882502,0.14916638004195087,-inf,52.08825,lognormal,-0.8612251,0.14916638004195087,-inf,49.138775,lognormal,-0.23335202,0.14916638004195087,-inf,49.766647,lognormal,6.6687365,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qsu
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.412310757254448,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,1.5187199,0.47238072707743883,-inf,inf,lognormal,1.4976696,0.14916638004195087,-inf,51.49767,lognormal,3.9428556,0.14916638004195087,0.44829682,53.942856,lognormal,1.6266747,0.14916638004195087,-inf,51.626675,lognormal,6.1791883,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,5.471850417308912,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,3.7525313,0.47238072707743883,-inf,inf,lognormal,1.8640311,0.14916638004195087,-inf,51.864033,lognormal,4.319602,0.14916638004195087,3.225204,54.319603,lognormal,1.9269644,0.14916638004195087,-inf,51.926964,lognormal,5.6326447,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qe
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.866607291940365,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,1.4626523,0.47238072707743883,-inf,inf,lognormal,2.0379074,0.14916638004195087,-inf,52.037907,lognormal,5.102147,0.14916638004195087,4.7394776,55.102146,lognormal,1.9726826,0.14916638004195087,-inf,51.972683,lognormal,4.3333616,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,8.02217529785576,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,1.9837252,0.47238072707743883,-inf,inf,lognormal,-0.1807274,0.14916638004195087,-inf,49.81927,lognormal,5.048884,0.14916638004195087,4.6620083,55.048885,lognormal,-0.42446187,0.14916638004195087,-inf,49.57554,lognormal,4.3333616,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.317677107807243,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,2.4833367,0.47238072707743883,-inf,inf,lognormal,2.1159544,0.14916638004195087,-inf,52.115955,lognormal,5.0059285,0.14916638004195087,4.5981016,55.005928,lognormal,2.1321125,0.14916638004195087,-inf,52.13211,lognormal,4.6210437,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.542760103427686,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,2.3421006,0.47238072707743883,-inf,inf,lognormal,2.3156736,0.14916638004195087,-inf,52.315674,lognormal,4.998819,0.14916638004195087,4.587393,54.998817,lognormal,2.3481867,0.14916638004195087,-inf,52.348186,lognormal,4.3333616,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.552793153047079,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,2.446678,0.47238072707743883,-inf,inf,lognormal,0.7502161,0.14916638004195087,-inf,50.750217,lognormal,5.0556135,0.14916638004195087,4.6719007,55.055614,lognormal,0.5468104,0.14916638004195087,-inf,50.54681,lognormal,4.3333616,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,8.023486859457636,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.241623,0.293560379208524,-inf,inf,lognormal,4.418677,0.47238072707743883,-inf,inf,lognormal,1.8262657,0.14916638004195087,-inf,51.826267,lognormal,5.1540413,0.14916638004195087,4.8132386,55.15404,lognormal,1.9258561,0.14916638004195087,-inf,51.925858,lognormal,5.314191,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,8.181104881085894,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,-2.56567,0.47238072707743883,-inf,inf,lognormal,1.9474028,0.14916638004195087,-inf,51.947403,lognormal,5.090371,0.14916638004195087,4.72251,55.09037,lognormal,1.8599293,0.14916638004195087,-inf,51.85993,lognormal,4.3333616,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,8.703871908651601,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,-2.158035,0.47238072707743883,-inf,inf,lognormal,1.9429806,0.14916638004195087,-inf,51.94298,lognormal,5.015089,0.14916638004195087,4.6118436,55.01509,lognormal,1.8589475,0.14916638004195087,-inf,51.858948,lognormal,4.3333616,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.72898740038748,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,0.29697618,0.47238072707743883,-inf,inf,lognormal,0.1407662,0.14916638004195087,-inf,50.140766,lognormal,3.145438,0.14916638004195087,-inf,53.14544,lognormal,0.3157716,0.14916638004195087,-inf,50.315773,lognormal,6.2792716,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qof
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.231268539315299,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4302225,0.293560379208524,-inf,inf,lognormal,-1.0199504,0.47238072707743883,-inf,inf,lognormal,0.34760243,0.14916638004195087,-inf,50.347603,lognormal,1.0517908,0.14916638004195087,-inf,51.051792,lognormal,0.2372706,0.14916638004195087,-inf,50.23727,lognormal,6.0679626,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
254.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.154771594707903,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.145826,0.293560379208524,-inf,inf,lognormal,3.8245358,0.47238072707743883,-inf,inf,lognormal,1.098225,0.14916638004195087,-inf,51.098225,lognormal,2.8743942,0.14916638004195087,-inf,52.874393,lognormal,1.0745224,0.14916638004195087,-inf,51.074524,lognormal,6.2304816,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Tss
