SectionID,SectionName,SectionTrace
1072,"Santa Ynez (East), Subsection 5","[[-119.26774, 34.51983, 0.0], [-119.23, 34.5293, 0.0], [-119.19481, 34.53048, 0.0]]"
1253,"Santa Ynez (East), Subsection 4","[[-119.33996, 34.50532, 0.0], [-119.32, 34.5067, 0.0], [-119.26774, 34.51983, 0.0]]"
1708,"Santa Ynez (East), Subsection 3","[[-119.41434, 34.50014, 0.0], [-119.33996, 34.50532, 0.0]]"
2102,"Santa Ynez (East), Subsection 2","[[-119.48804, 34.49075, 0.0], [-119.435, 34.4987, 0.0], [-119.41434, 34.50014, 0.0]]"
1792,"Santa Ynez (East), Subsection 1","[[-119.56234, 34.48926, 0.0], [-119.553, 34.488, 0.0], [-119.501, 34.4888, 0.0], [-119.48804, 34.49075, 0.0]]"
2600,"Santa Ynez (East), Subsection 0","[[-119.636, 34.4992, 0.0], [-119.56234, 34.48926, 0.0]]"
2355,"Santa Ynez (West), Subsection 16","[[-119.68488, 34.51011, 0.0], [-119.6355, 34.4992, 0.0]]"
1454,"Santa Ynez (West), Subsection 15","[[-119.73413, 34.52131, 0.0], [-119.732, 34.5205, 0.0], [-119.68488, 34.51011, 0.0]]"
1070,"Santa Ynez (West), Subsection 14","[[-119.78063, 34.53884, 0.0], [-119.73413, 34.52131, 0.0]]"
640,"Santa Ynez (West), Subsection 10","[[-119.97921, 34.56036, 0.0], [-119.977, 34.5603, 0.0], [-119.935, 34.5474, 0.0], [-119.93091, 34.54776, 0.0]]"
486,"Santa Ynez (West), Subsection 9","[[-120.03033, 34.56178, 0.0], [-119.97921, 34.56036, 0.0]]"
523,"Santa Ynez (West), Subsection 8","[[-120.08009, 34.5521, 0.0], [-120.031, 34.5618, 0.0], [-120.03033, 34.56178, 0.0]]"
511,"Santa Ynez (West), Subsection 7","[[-120.12973, 34.54196, 0.0], [-120.12, 34.5442, 0.0], [-120.08009, 34.5521, 0.0]]"
1524,"Santa Ynez (West), Subsection 6","[[-120.17898, 34.5306, 0.0], [-120.12973, 34.54196, 0.0]]"
2447,"Lenwood-Lockhart-Old Woman Springs, Subsection 11","[[-117.06815, 34.85869, 0.0], [-117.085, 34.8715, 0.0], [-117.1244, 34.89138, 0.0]]"
1495,"Lenwood-Lockhart-Old Woman Springs, Subsection 12","[[-117.1244, 34.89138, 0.0], [-117.18341, 34.92111, 0.0]]"
520,"Lenwood-Lockhart-Old Woman Springs, Subsection 13","[[-117.18341, 34.92111, 0.0], [-117.24246, 34.95082, 0.0]]"
1215,"Lenwood-Lockhart-Old Woman Springs, Subsection 14","[[-117.24246, 34.95082, 0.0], [-117.248, 34.9536, 0.0], [-117.30339, 34.97785, 0.0]]"
866,"Lenwood-Lockhart-Old Woman Springs, Subsection 15","[[-117.30339, 34.97785, 0.0], [-117.36456, 35.00459, 0.0]]"
1419,"Lenwood-Lockhart-Old Woman Springs, Subsection 16","[[-117.36456, 35.00459, 0.0], [-117.42576, 35.03129, 0.0]]"
496,"Lenwood-Lockhart-Old Woman Springs, Subsection 17","[[-117.42576, 35.03129, 0.0], [-117.474, 35.0523, 0.0], [-117.48628, 35.05896, 0.0]]"
400,"Lenwood-Lockhart-Old Woman Springs, Subsection 18","[[-117.48628, 35.05896, 0.0], [-117.54413, 35.09033, 0.0]]"
2504,"Lenwood-Lockhart-Old Woman Springs, Subsection 19","[[-117.54413, 35.09033, 0.0], [-117.60203, 35.12166, 0.0]]"
2512,"Lenwood-Lockhart-Old Woman Springs, Subsection 20","[[-117.60203, 35.12166, 0.0], [-117.65998, 35.15297, 0.0]]"
1127,"Lenwood-Lockhart-Old Woman Springs, Subsection 21","[[-117.65998, 35.15297, 0.0], [-117.71797, 35.18425, 0.0]]"
180,"Lenwood-Lockhart-Old Woman Springs, Subsection 22","[[-117.71797, 35.18425, 0.0], [-117.776, 35.2155, 0.0]]"
2223,"Pleito, Subsection 4","[[-118.97107, 34.937, 0.0], [-118.96869, 34.93505, 0.0], [-118.9486, 34.93152, 0.0], [-118.92779, 34.9327, 0.0], [-118.91073, 34.93914, 0.0], [-118.879, 34.93505, 0.0]]"
276,"Pleito, Subsection 3","[[-119.03596, 34.99161, 0.0], [-119.01293, 34.97825, 0.0], [-118.99413, 34.96837, 0.0], [-118.97946, 34.94387, 0.0], [-118.97107, 34.937, 0.0]]"
1220,"Pleito, Subsection 2","[[-119.11739, 34.99153, 0.0], [-119.08091, 35.00708, 0.0], [-119.05054, 35.00748, 0.0], [-119.03608, 34.99168, 0.0], [-119.03596, 34.99161, 0.0]]"
2231,"Pleito, Subsection 1","[[-119.20323, 34.95683, 0.0], [-119.12816, 34.98694, 0.0], [-119.11739, 34.99153, 0.0]]"
2405,"Zayante-Vergeles 2011 CFM, Subsection 7","[[-121.59193, 36.82097, 0.0], [-121.56312, 36.80911, 0.0], [-121.46917, 36.79985, 0.0]]"
1776,"Zayante-Vergeles 2011 CFM, Subsection 6","[[-121.6888, 36.88493, 0.0], [-121.68084, 36.87895, 0.0], [-121.63076, 36.83695, 0.0], [-121.59193, 36.82097, 0.0]]"
1128,"Zayante-Vergeles 2011 CFM, Subsection 5","[[-121.78425, 36.95208, 0.0], [-121.74411, 36.92647, 0.0], [-121.6888, 36.88493, 0.0]]"
194,"Zayante-Vergeles 2011 CFM, Subsection 4","[[-121.87202, 37.02574, 0.0], [-121.78833, 36.95468, 0.0], [-121.78425, 36.95208, 0.0]]"
702,"Zayante-Vergeles 2011 CFM, Subsection 3","[[-121.96972, 37.09084, 0.0], [-121.88691, 37.03836, 0.0], [-121.87202, 37.02574, 0.0]]"
1285,"Zayante-Vergeles 2011 CFM, Subsection 2","[[-122.09002, 37.12008, 0.0], [-122.06613, 37.11188, 0.0], [-121.9828, 37.09912, 0.0], [-121.96972, 37.09084, 0.0]]"
1988,"Zayante-Vergeles 2011 CFM, Subsection 1","[[-122.20729, 37.1602, 0.0], [-122.09002, 37.12008, 0.0]]"
2106,"Zayante-Vergeles 2011 CFM, Subsection 0","[[-122.32902, 37.18723, 0.0], [-122.27512, 37.16908, 0.0], [-122.21799, 37.16386, 0.0], [-122.20729, 37.1602, 0.0]]"
874,"San Juan, Subsection 2","[[-120.30451, 35.69322, 0.0], [-120.29537, 35.6797, 0.0], [-120.2806, 35.6401, 0.0]]"
570,"San Juan, Subsection 3","[[-120.2806, 35.6401, 0.0], [-120.26034, 35.58574, 0.0]]"
381,"San Juan, Subsection 4","[[-120.26034, 35.58574, 0.0], [-120.2401, 35.53137, 0.0]]"
730,"San Juan, Subsection 5","[[-120.2401, 35.53137, 0.0], [-120.22916, 35.50193, 0.0], [-120.2165, 35.47801, 0.0]]"
2211,"San Juan, Subsection 6","[[-120.2165, 35.47801, 0.0], [-120.18892, 35.42584, 0.0]]"
1060,"Mission (connected) 2011 CFM, Subsection 7","[[-121.9081, 37.53256, 0.0], [-121.89009, 37.51712, 0.0]]"
266,"Mission (connected) 2011 CFM, Subsection 8","[[-121.89009, 37.51712, 0.0], [-121.87831, 37.507, 0.0], [-121.87191, 37.50182, 0.0]]"
540,"Mission (connected) 2011 CFM, Subsection 9","[[-121.87191, 37.50182, 0.0], [-121.85338, 37.48677, 0.0]]"
2434,"Mission (connected) 2011 CFM, Subsection 10","[[-121.85338, 37.48677, 0.0], [-121.83486, 37.47173, 0.0]]"
341,"Mission (connected) 2011 CFM, Subsection 11","[[-121.83486, 37.47173, 0.0], [-121.81635, 37.45668, 0.0]]"
1690,"Calaveras (Central) 2011 CFM, Subsection 9","[[-121.78828, 37.41535, 0.0], [-121.81635, 37.45668, 0.0]]"
635,"Mission Creek, Subsection 3","[[-116.81893, 34.04639, 0.0], [-116.83646, 34.04584, 0.0], [-116.89946, 34.02551, 0.0]]"
1922,"Mission Creek, Subsection 2","[[-116.734, 34.04763, 0.0], [-116.7397, 34.04883, 0.0], [-116.81893, 34.04639, 0.0]]"
926,"Mission Creek, Subsection 1","[[-116.65235, 34.02776, 0.0], [-116.69504, 34.03942, 0.0], [-116.734, 34.04763, 0.0]]"
1086,"Mission Creek, Subsection 0","[[-116.5724, 34.00358, 0.0], [-116.61938, 34.01874, 0.0], [-116.65235, 34.02776, 0.0]]"
619,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 10","[[-122.82859, 38.59634, 0.0], [-122.86716, 38.63767, 0.0], [-122.86856, 38.63903, 0.0]]"
1810,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 9","[[-122.78875, 38.55358, 0.0], [-122.82859, 38.59634, 0.0]]"
948,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 8","[[-122.7485, 38.51108, 0.0], [-122.76006, 38.52276, 0.0], [-122.78875, 38.55358, 0.0]]"
1968,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 7","[[-122.70711, 38.46926, 0.0], [-122.7485, 38.51108, 0.0]]"
327,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 6","[[-122.67974, 38.42096, 0.0], [-122.70563, 38.46776, 0.0], [-122.70711, 38.46926, 0.0]]"
2110,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 5","[[-122.64764, 38.37451, 0.0], [-122.67316, 38.40905, 0.0], [-122.67974, 38.42096, 0.0]]"
1276,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 4","[[-122.60727, 38.33228, 0.0], [-122.63916, 38.36302, 0.0], [-122.64764, 38.37451, 0.0]]"
430,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 3","[[-122.56475, 38.29124, 0.0], [-122.60727, 38.33228, 0.0]]"
1313,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 2","[[-122.5241, 38.24909, 0.0], [-122.54279, 38.27002, 0.0], [-122.56475, 38.29124, 0.0]]"
898,"Mission (connected) 2011 CFM, Subsection 0","[[-122.04324, 37.63282, 0.0], [-122.02216, 37.62004, 0.0]]"
2245,"Mission (connected) 2011 CFM, Subsection 1","[[-122.02216, 37.62004, 0.0], [-122.00108, 37.60725, 0.0]]"
1743,"Mission (connected) 2011 CFM, Subsection 2","[[-122.00108, 37.60725, 0.0], [-121.98126, 37.59522, 0.0], [-121.98018, 37.5943, 0.0]]"
954,"Mission (connected) 2011 CFM, Subsection 3","[[-121.98018, 37.5943, 0.0], [-121.96215, 37.57887, 0.0]]"
2279,"Mission (connected) 2011 CFM, Subsection 4","[[-121.96215, 37.57887, 0.0], [-121.94413, 37.56344, 0.0]]"
125,"Mission (connected) 2011 CFM, Subsection 5","[[-121.94413, 37.56344, 0.0], [-121.92611, 37.548, 0.0]]"
2605,"Mission (connected) 2011 CFM, Subsection 6","[[-121.92611, 37.548, 0.0], [-121.9081, 37.53256, 0.0]]"
1148,"Bartlett Springs 2011 CFM, Subsection 6","[[-122.81729, 39.28881, 0.0], [-122.86276, 39.3424, 0.0]]"
696,"Bartlett Springs 2011 CFM, Subsection 7","[[-122.86276, 39.3424, 0.0], [-122.86929, 39.35009, 0.0], [-122.9143, 39.39256, 0.0]]"
969,"Bartlett Springs 2011 CFM, Subsection 8","[[-122.9143, 39.39256, 0.0], [-122.91976, 39.39771, 0.0], [-122.94751, 39.451, 0.0]]"
255,"Bartlett Springs 2011 CFM, Subsection 9","[[-122.94751, 39.451, 0.0], [-122.95553, 39.4664, 0.0], [-122.98694, 39.50726, 0.0]]"
1519,"Bartlett Springs 2011 CFM, Subsection 10","[[-122.98694, 39.50726, 0.0], [-123.02938, 39.56238, 0.0]]"
1237,"Bartlett Springs 2011 CFM, Subsection 11","[[-123.02938, 39.56238, 0.0], [-123.04565, 39.58348, 0.0], [-123.07927, 39.61337, 0.0]]"
1554,"Bartlett Springs 2011 CFM, Subsection 12","[[-123.07927, 39.61337, 0.0], [-123.12053, 39.65001, 0.0], [-123.13706, 39.65904, 0.0]]"
2590,"Bartlett Springs 2011 CFM, Subsection 13","[[-123.13706, 39.65904, 0.0], [-123.20501, 39.69611, 0.0]]"
1753,"Bartlett Springs 2011 CFM, Subsection 14","[[-123.20501, 39.69611, 0.0], [-123.2182, 39.70329, 0.0], [-123.26279, 39.74194, 0.0]]"
1808,"Bartlett Springs 2011 CFM, Subsection 15","[[-123.26279, 39.74194, 0.0], [-123.27021, 39.74837, 0.0], [-123.28668, 39.80241, 0.0]]"
2450,"Bartlett Springs 2011 CFM, Subsection 16","[[-123.28668, 39.80241, 0.0], [-123.28762, 39.80548, 0.0], [-123.31813, 39.86175, 0.0]]"
2275,"Bartlett Springs 2011 CFM, Subsection 17","[[-123.31813, 39.86175, 0.0], [-123.33892, 39.90005, 0.0], [-123.35576, 39.91861, 0.0]]"
1189,"Bartlett Springs 2011 CFM, Subsection 18","[[-123.35576, 39.91861, 0.0], [-123.39605, 39.96296, 0.0], [-123.4017, 39.97204, 0.0]]"
1977,"Bartlett Springs 2011 CFM, Subsection 19","[[-123.4017, 39.97204, 0.0], [-123.43778, 40.02988, 0.0]]"
1030,"Bartlett Springs 2011 CFM, Subsection 20","[[-123.43778, 40.02988, 0.0], [-123.43804, 40.0303, 0.0], [-123.42427, 40.07723, 0.0], [-123.42837, 40.09245, 0.0]]"
614,"Bartlett Springs 2011 CFM, Subsection 21","[[-123.42837, 40.09245, 0.0], [-123.44529, 40.15523, 0.0]]"
2426,"Elysian Park (Lower CFM), Subsection 1","[[-117.9997, 33.88635, 10.0], [-118.05014, 33.91938, 10.0]]"
1953,"Elysian Park (Lower CFM), Subsection 2","[[-118.05014, 33.91938, 10.0], [-118.10061, 33.9524, 10.0]]"
549,"Elysian Park (Lower CFM), Subsection 6","[[-118.2687, 34.03017, 10.0], [-118.32589, 34.05462, 10.0]]"
1499,"Elysian Park (Upper), Subsection 1","[[-118.17147, 34.06369, 3.0], [-118.23476, 34.06746, 3.0], [-118.24192, 34.07267, 3.0]]"
1309,"Elysian Park (Upper), Subsection 2","[[-118.24192, 34.07267, 3.0], [-118.29677, 34.11258, 3.0]]"
1812,"Hollywood, Subsection 0","[[-118.223, 34.1217, 0.0], [-118.29106, 34.11352, 0.0]]"
904,"Hollywood, Subsection 1","[[-118.29106, 34.11352, 0.0], [-118.31696, 34.1104, 0.0], [-118.35831, 34.10194, 0.0]]"
1427,"Hollywood, Subsection 2","[[-118.35831, 34.10194, 0.0], [-118.37228, 34.09908, 0.0], [-118.42069, 34.0786, 0.0]]"
291,"Santa Monica alt 1, Subsection 0","[[-118.41177, 34.06908, 0.0], [-118.45583, 34.04205, 0.0], [-118.47492, 34.0356, 0.0], [-118.47725, 34.03413, 0.0]]"
1102,"Santa Monica alt 1, Subsection 1","[[-118.47725, 34.03413, 0.0], [-118.4813, 34.03156, 0.0], [-118.52473, 34.03043, 0.0], [-118.55442, 34.03243, 0.0]]"
768,"Malibu Coast alt 1, Subsection 0","[[-118.525, 34.0287, 0.0], [-118.56578, 34.03244, 0.0]]"
1466,"Malibu Coast alt 1, Subsection 1","[[-118.56578, 34.03244, 0.0], [-118.60656, 34.03617, 0.0]]"
285,"Malibu Coast alt 1, Subsection 2","[[-118.60656, 34.03617, 0.0], [-118.62, 34.0374, 0.0], [-118.6475, 34.03823, 0.0]]"
2074,"Malibu Coast alt 1, Subsection 3","[[-118.6475, 34.03823, 0.0], [-118.68, 34.0392, 0.0], [-118.68838, 34.03797, 0.0]]"
1740,"Malibu Coast alt 1, Subsection 4","[[-118.68838, 34.03797, 0.0], [-118.727, 34.0323, 0.0], [-118.72881, 34.03232, 0.0]]"
1101,"Malibu Coast alt 1, Subsection 5","[[-118.72881, 34.03232, 0.0], [-118.76983, 34.03273, 0.0]]"
1692,"Malibu Coast alt 1, Subsection 6","[[-118.76983, 34.03273, 0.0], [-118.798, 34.033, 0.0], [-118.81077, 34.03427, 0.0]]"
2314,"Malibu Coast alt 1, Subsection 7","[[-118.81077, 34.03427, 0.0], [-118.85151, 34.03833, 0.0]]"
1870,"Malibu Coast alt 1, Subsection 8","[[-118.85151, 34.03833, 0.0], [-118.89225, 34.04237, 0.0]]"
438,"Malibu Coast alt 1, Subsection 9","[[-118.89225, 34.04237, 0.0], [-118.933, 34.0464, 0.0]]"
270,"Malibu Coast (Extension) alt 1, Subsection 0","[[-118.93299, 34.04816, 0.0], [-118.97458, 34.05123, 0.0]]"
2112,"Malibu Coast (Extension) alt 1, Subsection 1","[[-118.97458, 34.05123, 0.0], [-118.99424, 34.05267, 0.0], [-119.01618, 34.05428, 0.0]]"
999,"Malibu Coast (Extension) alt 1, Subsection 2","[[-119.01618, 34.05428, 0.0], [-119.05779, 34.05731, 0.0]]"
1895,"Malibu Coast (Extension) alt 1, Subsection 3","[[-119.05779, 34.05731, 0.0], [-119.08612, 34.05937, 0.0], [-119.09939, 34.06034, 0.0]]"
401,"Malibu Coast (Extension) alt 1, Subsection 4","[[-119.09939, 34.06034, 0.0], [-119.141, 34.06334, 0.0]]"
2394,"Malibu Coast (Extension) alt 1, Subsection 5","[[-119.141, 34.06334, 0.0], [-119.17801, 34.06601, 0.0], [-119.18261, 34.06634, 0.0]]"
1839,"Malibu Coast (Extension) alt 1, Subsection 6","[[-119.18261, 34.06634, 0.0], [-119.22423, 34.06932, 0.0]]"
434,"Cleghorn, Subsection 3","[[-117.27334, 34.27522, 0.0], [-117.25774, 34.27447, 0.0], [-117.20396, 34.28296, 0.0]]"
396,"Cleghorn, Subsection 2","[[-117.3386, 34.29015, 0.0], [-117.31718, 34.2773, 0.0], [-117.27334, 34.27522, 0.0]]"
263,"Cleghorn, Subsection 1","[[-117.40532, 34.29026, 0.0], [-117.38795, 34.28579, 0.0], [-117.3455, 34.29428, 0.0], [-117.3386, 34.29015, 0.0]]"
981,"Cleghorn, Subsection 0","[[-117.47254, 34.30754, 0.0], [-117.40532, 34.29026, 0.0]]"
1414,"Sierra Madre, Subsection 4","[[-118.06516, 34.17577, 0.0], [-118.068, 34.1758, 0.0], [-118.112, 34.201, 0.0], [-118.14406, 34.20256, 0.0]]"
2274,"Pitas Point (Lower West), Subsection 2","[[-120.00629, 34.29455, 1.5], [-120.06019, 34.27551, 1.5], [-120.1194, 34.24876, 1.5]]"
1397,"Ozena, Subsection 1","[[-119.61746, 34.82835, 0.0], [-119.5833, 34.8119, 0.0], [-119.51079, 34.79974, 0.0]]"
2501,"Ozena, Subsection 0","[[-119.70618, 34.8866, 0.0], [-119.6211, 34.8301, 0.0], [-119.61746, 34.82835, 0.0]]"
1257,"South Cuyama, Subsection 6","[[-119.7157, 34.89988, 0.0], [-119.68108, 34.87984, 0.0], [-119.59672, 34.86194, 0.0]]"
324,"South Cuyama, Subsection 5","[[-119.83571, 34.93532, 0.0], [-119.8198, 34.93345, 0.0], [-119.7471, 34.91804, 0.0], [-119.7157, 34.89988, 0.0]]"
1222,"South Cuyama, Subsection 4","[[-119.94535, 34.98635, 0.0], [-119.90944, 34.95958, 0.0], [-119.86902, 34.93922, 0.0], [-119.83571, 34.93532, 0.0]]"
633,"South Cuyama, Subsection 3","[[-120.03083, 35.06562, 0.0], [-119.98716, 35.01747, 0.0], [-119.94535, 34.98635, 0.0]]"
1353,"South Cuyama, Subsection 2","[[-120.12975, 35.13398, 0.0], [-120.105, 35.1174, 0.0], [-120.03838, 35.07394, 0.0], [-120.03083, 35.06562, 0.0]]"
602,"South Cuyama, Subsection 1","[[-120.23457, 35.19658, 0.0], [-120.2316, 35.1952, 0.0], [-120.1743, 35.1638, 0.0], [-120.12975, 35.13398, 0.0]]"
513,"South Cuyama, Subsection 0","[[-120.3477, 35.249, 0.0], [-120.23457, 35.19658, 0.0]]"
1585,"San Luis Range - Oceano 2011 CFM, Subsection 0","[[-120.49158, 34.99137, 0.0], [-120.54288, 35.03837, 0.0]]"
1645,"San Luis Range - Oceano 2011 CFM, Subsection 1","[[-120.54288, 35.03837, 0.0], [-120.55911, 35.05323, 0.0], [-120.60078, 35.07959, 0.0]]"
2238,"Los Osos 2011, Subsection 6","[[-120.52641, 35.16502, 0.0], [-120.48144, 35.12554, 0.0], [-120.45692, 35.12186, 0.0]]"
0,"Los Osos 2011, Subsection 5","[[-120.60916, 35.19448, 0.0], [-120.53171, 35.16967, 0.0], [-120.52641, 35.16502, 0.0]]"
1178,"Calaveras (No) 2011 CFM, Subsection 1","[[-121.99676, 37.79451, 0.0], [-121.96061, 37.75548, 0.0], [-121.95515, 37.74312, 0.0]]"
1207,"Calaveras (No) 2011 CFM, Subsection 2","[[-121.95515, 37.74312, 0.0], [-121.93286, 37.69265, 0.0], [-121.92858, 37.68539, 0.0]]"
1964,"Calaveras (No) 2011 CFM, Subsection 3","[[-121.92858, 37.68539, 0.0], [-121.89578, 37.62968, 0.0]]"
1136,"Calaveras (No) 2011 CFM, Subsection 4","[[-121.89578, 37.62968, 0.0], [-121.89005, 37.61995, 0.0], [-121.86624, 37.57286, 0.0]]"
1167,"Calaveras (No) 2011 CFM, Subsection 5","[[-121.86624, 37.57286, 0.0], [-121.83743, 37.51579, 0.0]]"
1176,"Calaveras (No) 2011 CFM, Subsection 6","[[-121.83743, 37.51579, 0.0], [-121.83463, 37.51025, 0.0], [-121.81635, 37.45669, 0.0]]"
2522,"Lions Head 2011 CFM, Subsection 4","[[-120.34588, 34.7128, 0.0], [-120.40946, 34.72337, 0.0]]"
2366,"Lions Head 2011 CFM, Subsection 3","[[-120.28208, 34.70336, 0.0], [-120.30271, 34.70561, 0.0], [-120.34588, 34.7128, 0.0]]"
1092,"Lions Head 2011 CFM, Subsection 2","[[-120.21824, 34.69539, 0.0], [-120.22042, 34.69663, 0.0], [-120.28208, 34.70336, 0.0]]"
1316,"Reliz 2011 CFM, Subsection 1","[[-122.18134, 36.95799, 0.0], [-122.11998, 36.92839, 0.0]]"
794,"Reliz 2011 CFM, Subsection 2","[[-122.11998, 36.92839, 0.0], [-122.08523, 36.91161, 0.0], [-122.067, 36.89151, 0.0]]"
687,"Reliz 2011 CFM, Subsection 3","[[-122.067, 36.89151, 0.0], [-122.02499, 36.84512, 0.0]]"
2050,"Clamshell-Sawpit, Subsection 0","[[-117.84576, 34.24019, 0.0], [-117.88438, 34.2218, 0.0], [-117.92692, 34.2182, 0.0]]"
1336,"Clamshell-Sawpit, Subsection 1","[[-117.92692, 34.2182, 0.0], [-117.92792, 34.21812, 0.0], [-117.99902, 34.17766, 0.0]]"
1619,"Raymond, Subsection 0","[[-117.99006, 34.16296, 0.0], [-118.00254, 34.16088, 0.0], [-118.01495, 34.15555, 0.0], [-118.02924, 34.15072, 0.0], [-118.04934, 34.14087, 0.0], [-118.05745, 34.13914, 0.0], [-118.06426, 34.13634, 0.0]]"
752,"Raymond, Subsection 1","[[-118.06426, 34.13634, 0.0], [-118.08055, 34.12964, 0.0], [-118.11513, 34.12288, 0.0], [-118.12312, 34.1213, 0.0], [-118.12895, 34.11832, 0.0], [-118.14162, 34.11878, 0.0]]"
692,"Raymond, Subsection 2","[[-118.14162, 34.11878, 0.0], [-118.223, 34.1217, 0.0]]"
651,"Anacapa-Dume alt 1, Subsection 0","[[-118.695, 33.9832, 0.0], [-118.743, 33.9731, 0.0], [-118.80231, 33.9614, 0.0]]"
888,"Anacapa-Dume alt 1, Subsection 1","[[-118.80231, 33.9614, 0.0], [-118.819, 33.9581, 0.0], [-118.91173, 33.94956, 0.0]]"
2395,"Anacapa-Dume alt 1, Subsection 2","[[-118.91173, 33.94956, 0.0], [-118.935, 33.9474, 0.0], [-119.01796, 33.96926, 0.0]]"
2161,"Anacapa-Dume alt 1, Subsection 3","[[-119.01796, 33.96926, 0.0], [-119.02, 33.9698, 0.0], [-119.12822, 33.97414, 0.0]]"
1515,"Anacapa-Dume alt 1, Subsection 4","[[-119.12822, 33.97414, 0.0], [-119.145, 33.9748, 0.0], [-119.228, 33.9388, 0.0]]"
2370,"Santa Cruz Island, Subsection 10","[[-119.32806, 33.97944, 0.0], [-119.26, 33.9828, 0.0]]"
1996,"Santa Cruz Island, Subsection 9","[[-119.39611, 33.98104, 0.0], [-119.347, 33.9785, 0.0], [-119.32806, 33.97944, 0.0]]"
443,"Santa Cruz Island, Subsection 8","[[-119.46417, 33.98452, 0.0], [-119.39611, 33.98104, 0.0]]"
2120,"Santa Cruz Island, Subsection 7","[[-119.53225, 33.98686, 0.0], [-119.515, 33.9871, 0.0], [-119.46417, 33.98452, 0.0]]"
961,"Santa Cruz Island, Subsection 6","[[-119.60043, 33.98587, 0.0], [-119.53225, 33.98686, 0.0]]"
1659,"Santa Cruz Island, Subsection 5","[[-119.66747, 33.99509, 0.0], [-119.612, 33.9857, 0.0], [-119.60043, 33.98587, 0.0]]"
825,"Santa Cruz Island, Subsection 4","[[-119.73422, 34.00666, 0.0], [-119.725, 34.0048, 0.0], [-119.66747, 33.99509, 0.0]]"
347,"Santa Cruz Island, Subsection 3","[[-119.8007, 34.01927, 0.0], [-119.778, 34.0155, 0.0], [-119.73422, 34.00666, 0.0]]"
2143,"Santa Cruz Island, Subsection 2","[[-119.86759, 34.03034, 0.0], [-119.8007, 34.01927, 0.0]]"
107,"Santa Cruz Island, Subsection 1","[[-119.93097, 34.05103, 0.0], [-119.874, 34.0314, 0.0], [-119.86759, 34.03034, 0.0]]"
2448,"Santa Cruz Island, Subsection 0","[[-119.994, 34.0727, 0.0], [-119.93097, 34.05103, 0.0]]"
329,"Goose Lake 2011 CFM, Subsection 0","[[-120.34904, 42.28169, 0.0], [-120.36547, 42.24002, 0.0]]"
1140,"Goose Lake 2011 CFM, Subsection 1","[[-120.36547, 42.24002, 0.0], [-120.36617, 42.23824, 0.0], [-120.35643, 42.19731, 0.0]]"
644,"Goose Lake 2011 CFM, Subsection 2","[[-120.35643, 42.19731, 0.0], [-120.34634, 42.15486, 0.0], [-120.3462, 42.15457, 0.0]]"
1288,"Goose Lake 2011 CFM, Subsection 3","[[-120.3462, 42.15457, 0.0], [-120.32617, 42.11379, 0.0]]"
657,"Goose Lake 2011 CFM, Subsection 4","[[-120.32617, 42.11379, 0.0], [-120.30616, 42.07299, 0.0]]"
2412,"Goose Lake 2011 CFM, Subsection 5","[[-120.30616, 42.07299, 0.0], [-120.30598, 42.07263, 0.0], [-120.29843, 42.02997, 0.0]]"
1017,"Goose Lake 2011 CFM, Subsection 6","[[-120.29843, 42.02997, 0.0], [-120.29082, 41.98693, 0.0]]"
1498,"Goose Lake 2011 CFM, Subsection 7","[[-120.29082, 41.98693, 0.0], [-120.2905, 41.9851, 0.0], [-120.30705, 41.9454, 0.0]]"
1112,"Goose Lake 2011 CFM, Subsection 8","[[-120.30705, 41.9454, 0.0], [-120.31567, 41.9247, 0.0], [-120.30087, 41.90596, 0.0]]"
566,"Goose Lake 2011 CFM, Subsection 9","[[-120.30087, 41.90596, 0.0], [-120.27133, 41.86853, 0.0]]"
1563,"Goose Lake 2011 CFM, Subsection 10","[[-120.27133, 41.86853, 0.0], [-120.24183, 41.8311, 0.0]]"
958,"Goose Lake 2011 CFM, Subsection 11","[[-120.24183, 41.8311, 0.0], [-120.22055, 41.80407, 0.0], [-120.21018, 41.79479, 0.0]]"
917,"Newport-Inglewood (Offshore), Subsection 5","[[-117.73076, 33.44309, 0.0], [-117.6971, 33.41093, 0.0]]"
649,"Newport-Inglewood (Offshore), Subsection 6","[[-117.6971, 33.41093, 0.0], [-117.68819, 33.40241, 0.0], [-117.66505, 33.37767, 0.0]]"
330,"Newport-Inglewood (Offshore), Subsection 7","[[-117.66505, 33.37767, 0.0], [-117.6336, 33.344, 0.0]]"
174,"Newport-Inglewood (Offshore), Subsection 8","[[-117.6336, 33.344, 0.0], [-117.60218, 33.31033, 0.0]]"
1843,"Newport-Inglewood (Offshore), Subsection 9","[[-117.60218, 33.31033, 0.0], [-117.57077, 33.27665, 0.0]]"
