SectionID,SectionName,SectionTrace
682,"San Jacinto (Borrego), Subsection 5","[[-115.9977, 33.02409, 0.0], [-115.943, 33.001, 0.0]]"
2551,"San Jacinto (Superstition Mtn), Subsection 0","[[-115.943, 33.001, 0.0], [-115.89362, 32.97816, 0.0]]"
972,"San Jacinto (Superstition Mtn), Subsection 1","[[-115.89362, 32.97816, 0.0], [-115.84427, 32.9553, 0.0]]"
1857,"San Jacinto (Superstition Mtn), Subsection 2","[[-115.84427, 32.9553, 0.0], [-115.80666, 32.93785, 0.0], [-115.79512, 32.93216, 0.0]]"
143,"San Jacinto (Superstition Mtn), Subsection 3","[[-115.79512, 32.93216, 0.0], [-115.74655, 32.90819, 0.0]]"
2290,"Santa Rosa Island, Subsection 5","[[-120.12049, 33.97151, 0.0], [-120.16508, 33.97203, 0.0]]"
2563,"Santa Rosa Island, Subsection 6","[[-120.16508, 33.97203, 0.0], [-120.18, 33.9722, 0.0], [-120.20866, 33.97857, 0.0]]"
1759,"Santa Rosa Island, Subsection 7","[[-120.20866, 33.97857, 0.0], [-120.23, 33.9833, 0.0], [-120.25251, 33.98366, 0.0]]"
1581,"Santa Rosa Island, Subsection 8","[[-120.25251, 33.98366, 0.0], [-120.29711, 33.98436, 0.0]]"
1957,"Coronado Bank alt1, Subsection 9","[[-117.3245, 32.60377, 0.0], [-117.315, 32.594, 0.0], [-117.3055, 32.57048, 0.0]]"
1596,"Coronado Bank alt1, Subsection 10","[[-117.3055, 32.57048, 0.0], [-117.298, 32.5519, 0.0], [-117.28894, 32.53578, 0.0]]"
23,"Coronado Bank alt1, Subsection 11","[[-117.28894, 32.53578, 0.0], [-117.26993, 32.50191, 0.0]]"
2415,"Coronado Bank alt1, Subsection 12","[[-117.26993, 32.50191, 0.0], [-117.266, 32.4949, 0.0], [-117.24791, 32.4694, 0.0]]"
1015,"Coronado Bank alt1, Subsection 13","[[-117.24791, 32.4694, 0.0], [-117.22511, 32.43725, 0.0]]"
1629,"Coronado Bank alt1, Subsection 14","[[-117.22511, 32.43725, 0.0], [-117.20233, 32.40509, 0.0]]"
2033,"Coronado Bank alt1, Subsection 15","[[-117.20233, 32.40509, 0.0], [-117.17956, 32.37293, 0.0]]"
2466,"Coronado Bank alt1, Subsection 16","[[-117.17956, 32.37293, 0.0], [-117.15681, 32.34076, 0.0]]"
1998,"Coronado Bank alt1, Subsection 17","[[-117.15681, 32.34076, 0.0], [-117.13408, 32.30859, 0.0]]"
1591,"Coronado Bank alt1, Subsection 18","[[-117.13408, 32.30859, 0.0], [-117.11136, 32.27641, 0.0]]"
1805,"Coronado Bank alt1, Subsection 19","[[-117.11136, 32.27641, 0.0], [-117.08866, 32.24423, 0.0]]"
1745,"Coronado Bank alt1, Subsection 20","[[-117.08866, 32.24423, 0.0], [-117.06597, 32.21205, 0.0]]"
1451,"Coronado Bank alt1, Subsection 21","[[-117.06597, 32.21205, 0.0], [-117.0433, 32.17986, 0.0]]"
1488,"Coronado Bank alt1, Subsection 22","[[-117.0433, 32.17986, 0.0], [-117.02065, 32.14767, 0.0]]"
1256,"Coronado Bank alt1, Subsection 23","[[-117.02065, 32.14767, 0.0], [-116.99801, 32.11548, 0.0]]"
1339,"San Jacinto (Superstition Mtn), Subsection 4","[[-115.74655, 32.90819, 0.0], [-115.698, 32.8842, 0.0]]"
335,"San Gabriel (Extension), Subsection 5","[[-118.0426, 34.24705, 0.0], [-118.088, 34.2533, 0.0], [-118.12547, 34.2622, 0.0]]"
1277,"Imperial, Subsection 4","[[-115.30318, 32.61887, 0.0], [-115.3368, 32.65606, 0.0]]"
2603,"White Wolf (Extension), Subsection 2","[[-118.36714, 35.46633, 0.0], [-118.31522, 35.50751, 0.0]]"
596,"White Wolf (Extension), Subsection 3","[[-118.31522, 35.50751, 0.0], [-118.26325, 35.54866, 0.0]]"
2246,"White Wolf (Extension), Subsection 4","[[-118.26325, 35.54866, 0.0], [-118.21122, 35.5898, 0.0]]"
924,"White Wolf (Extension), Subsection 5","[[-118.21122, 35.5898, 0.0], [-118.15914, 35.63091, 0.0]]"
870,"White Wolf (Extension), Subsection 6","[[-118.15914, 35.63091, 0.0], [-118.107, 35.672, 0.0]]"
885,"Scodie Lineament, Subsection 4","[[-118.0858, 35.69126, 7.0], [-118.10613, 35.67206, 7.0]]"
1917,"Scodie Lineament, Subsection 3","[[-118.06546, 35.71046, 7.0], [-118.0858, 35.69126, 7.0]]"
1881,"San Diego Trough south, Subsection 25","[[-116.82261, 31.70018, 0.0], [-116.80064, 31.68439, 0.0], [-116.79174, 31.67447, 0.0]]"
2216,"Yorba Linda, Subsection 1","[[-117.83216, 33.88263, 0.0], [-117.77571, 33.90678, 0.0]]"
1289,"Yorba Linda, Subsection 0","[[-117.88859, 33.85846, 0.0], [-117.83216, 33.88263, 0.0]]"
44,"Compton, Subsection 0","[[-118.06065, 33.68127, 5.2], [-118.13114, 33.72571, 5.2], [-118.17863, 33.74266, 5.2], [-118.1787, 33.74269, 5.2]]"
2183,"Compton, Subsection 1","[[-118.1787, 33.74269, 5.2], [-118.22804, 33.76037, 5.2], [-118.26902, 33.7821, 5.2], [-118.30314, 33.79592, 5.2]]"
2200,"Compton, Subsection 2","[[-118.30314, 33.79592, 5.2], [-118.3147, 33.8006, 5.2], [-118.35945, 33.8183, 5.2], [-118.43104, 33.84393, 5.2]]"
1636,"Newport-Inglewood alt 1, Subsection 6","[[-118.26545, 33.88608, 0.0], [-118.28806, 33.91153, 0.0], [-118.30383, 33.93063, 0.0], [-118.31626, 33.93289, 0.0]]"
409,"Newport-Inglewood alt 1, Subsection 7","[[-118.31626, 33.93289, 0.0], [-118.31824, 33.93325, 0.0], [-118.32879, 33.94794, 0.0], [-118.35311, 33.96159, 0.0], [-118.35885, 33.98326, 0.0]]"
2307,"Newport-Inglewood alt 1, Subsection 8","[[-118.35885, 33.98326, 0.0], [-118.36032, 33.98879, 0.0], [-118.36723, 34.00236, 0.0], [-118.38955, 34.04331, 0.0]]"
1785,"Elysian Park (Lower CFM), Subsection 0","[[-117.9493, 33.85329, 10.0], [-117.9997, 33.88635, 10.0]]"
1341,"Compton, Subsection 4","[[-118.5506, 33.90376, 5.2], [-118.5863, 33.93407, 5.2], [-118.60775, 33.96618, 5.2], [-118.62546, 34.00071, 5.2]]"
719,"Compton, Subsection 3","[[-118.43104, 33.84393, 5.2], [-118.43655, 33.8459, 5.2], [-118.5028, 33.87267, 5.2], [-118.54686, 33.90058, 5.2], [-118.5506, 33.90376, 5.2]]"
2488,"Newport-Inglewood alt 1, Subsection 5","[[-118.21774, 33.83509, 0.0], [-118.23218, 33.8438, 0.0], [-118.26426, 33.88475, 0.0], [-118.26545, 33.88608, 0.0]]"
2363,"Newport-Inglewood alt 1, Subsection 4","[[-118.15724, 33.79339, 0.0], [-118.20568, 33.82666, 0.0], [-118.21281, 33.83212, 0.0], [-118.21774, 33.83509, 0.0]]"
2552,"Newport-Inglewood alt 1, Subsection 3","[[-118.09676, 33.75174, 0.0], [-118.11377, 33.76485, 0.0], [-118.1504, 33.78869, 0.0], [-118.15724, 33.79339, 0.0]]"
865,"Newport-Inglewood alt 1, Subsection 2","[[-118.04364, 33.70453, 0.0], [-118.04364, 33.70454, 0.0], [-118.06296, 33.71791, 0.0], [-118.0757, 33.7355, 0.0], [-118.09676, 33.75174, 0.0]]"
2268,"Newport-Inglewood alt 1, Subsection 1","[[-117.98286, 33.66384, 0.0], [-117.99303, 33.67447, 0.0], [-118.04364, 33.70453, 0.0]]"
1501,"Newport-Inglewood alt 1, Subsection 0","[[-117.93399, 33.61272, 0.0], [-117.98286, 33.66384, 0.0]]"
93,"Newport-Inglewood (Offshore), Subsection 0","[[-117.91455, 33.59104, 0.0], [-117.87569, 33.56319, 0.0]]"
478,"Newport-Inglewood (Offshore), Subsection 1","[[-117.87569, 33.56319, 0.0], [-117.83686, 33.53533, 0.0]]"
2485,"Newport-Inglewood (Offshore), Subsection 2","[[-117.83686, 33.53533, 0.0], [-117.79886, 33.50804, 0.0], [-117.79816, 33.50738, 0.0]]"
305,"Newport-Inglewood (Offshore), Subsection 3","[[-117.79816, 33.50738, 0.0], [-117.76445, 33.47524, 0.0]]"
1124,"Newport-Inglewood (Offshore), Subsection 4","[[-117.76445, 33.47524, 0.0], [-117.73076, 33.44309, 0.0]]"
1965,"Maacama 2011 CFM, Subsection 28","[[-123.62958, 39.80253, 0.0], [-123.67168, 39.84598, 0.0]]"
192,"Maacama 2011 CFM, Subsection 27","[[-123.58753, 39.75906, 0.0], [-123.62958, 39.80253, 0.0]]"
238,"Eaton Roughs 2011 CFM, Subsection 11","[[-123.74485, 40.59449, 0.0], [-123.7962, 40.6438, 0.0]]"
710,"Eaton Roughs 2011 CFM, Subsection 12","[[-123.7962, 40.6438, 0.0], [-123.83089, 40.67706, 0.0], [-123.84131, 40.6959, 0.0]]"
131,"Eaton Roughs 2011 CFM, Subsection 13","[[-123.84131, 40.6959, 0.0], [-123.8734, 40.75386, 0.0]]"
1194,"McKinleyville (alt1), Subsection 0","[[-123.86379, 40.75712, 0.0], [-123.90343, 40.79176, 0.0], [-123.94196, 40.81747, 0.0], [-123.94244, 40.81782, 0.0]]"
517,"McKinleyville (alt1), Subsection 1","[[-123.94244, 40.81782, 0.0], [-123.99852, 40.85803, 0.0], [-124.0202, 40.87918, 0.0]]"
1480,"McKinleyville (alt1), Subsection 2","[[-124.0202, 40.87918, 0.0], [-124.05131, 40.90951, 0.0], [-124.08191, 40.95025, 0.0]]"
1190,"Santa Ynez River, Subsection 0","[[-120.667, 34.6554, 0.0], [-120.60204, 34.64434, 0.0]]"
29,"Mount Diablo Thrust South, Subsection 1","[[-121.84416, 37.74478, 1.0], [-121.90313, 37.76546, 1.0]]"
2391,"Mount Diablo Thrust South, Subsection 0","[[-121.78523, 37.72407, 1.0], [-121.84416, 37.74478, 1.0]]"
2327,"Reliz 2011 CFM, Subsection 0","[[-122.24276, 36.98756, 0.0], [-122.18134, 36.95799, 0.0]]"
1075,"San Luis Range - Pecho 2011 CFM, Subsection 0","[[-120.68866, 35.03899, 0.0], [-120.71754, 35.0785, 0.0]]"
883,"Lenwood-Lockhart-Old Woman Springs, Subsection 6","[[-116.84279, 34.64609, 0.0], [-116.88065, 34.69358, 0.0]]"
2458,"Bear River fault zone, Subsection 1","[[-124.15816, 40.38036, 0.0], [-124.19504, 40.4197, 0.0]]"
1885,"Bear River fault zone, Subsection 2","[[-124.19504, 40.4197, 0.0], [-124.21092, 40.43662, 0.0], [-124.24665, 40.44095, 0.0]]"
819,"Bear River fault zone, Subsection 3","[[-124.24665, 40.44095, 0.0], [-124.30938, 40.44853, 0.0]]"
2082,"Bear River fault zone, Subsection 4","[[-124.30938, 40.44853, 0.0], [-124.37212, 40.45608, 0.0]]"
139,"Bear River fault zone, Subsection 5","[[-124.37212, 40.45608, 0.0], [-124.39597, 40.45894, 0.0], [-124.43079, 40.47295, 0.0]]"
1292,"Bear River fault zone, Subsection 6","[[-124.43079, 40.47295, 0.0], [-124.48698, 40.49552, 0.0]]"
2527,"Bear River fault zone, Subsection 7","[[-124.48698, 40.49552, 0.0], [-124.54322, 40.51806, 0.0]]"
1359,"Lions Head 2011 CFM, Subsection 1","[[-120.16389, 34.6667, 0.0], [-120.17155, 34.66889, 0.0], [-120.21824, 34.69539, 0.0]]"
1744,"Lions Head 2011 CFM, Subsection 0","[[-120.10267, 34.64919, 0.0], [-120.16389, 34.6667, 0.0]]"
2407,"Point Reyes 2011 CFM, Subsection 11","[[-123.26227, 38.26626, 0.0], [-123.27758, 38.31156, 0.0]]"
1022,"Elysian Park (Upper), Subsection 0","[[-118.09977, 34.06834, 3.0], [-118.13036, 34.06122, 3.0], [-118.17147, 34.06369, 3.0]]"
1947,"Los Osos 2011, Subsection 0","[[-120.995, 35.362, 0.0], [-120.91584, 35.32515, 0.0]]"
1367,"Los Osos 2011, Subsection 1","[[-120.91584, 35.32515, 0.0], [-120.86641, 35.30209, 0.0], [-120.83227, 35.3011, 0.0]]"
1174,"Death Valley (No), Subsection 7","[[-117.22241, 36.83349, 0.0], [-117.26204, 36.88157, 0.0]]"
2365,"Death Valley (No), Subsection 8","[[-117.26204, 36.88157, 0.0], [-117.2979, 36.92502, 0.0], [-117.3016, 36.92971, 0.0]]"
113,"Death Valley (No), Subsection 9","[[-117.3016, 36.92971, 0.0], [-117.32351, 36.9574, 0.0], [-117.34298, 36.97676, 0.0]]"
1913,"Death Valley (No), Subsection 10","[[-117.34298, 36.97676, 0.0], [-117.38817, 37.02165, 0.0]]"
2111,"Death Valley (No), Subsection 11","[[-117.38817, 37.02165, 0.0], [-117.39842, 37.03182, 0.0], [-117.43575, 37.06494, 0.0]]"
374,"Death Valley (No), Subsection 12","[[-117.43575, 37.06494, 0.0], [-117.48407, 37.10774, 0.0]]"
558,"Death Valley (No), Subsection 13","[[-117.48407, 37.10774, 0.0], [-117.50039, 37.12219, 0.0], [-117.52407, 37.15535, 0.0]]"
1647,"Death Valley (No), Subsection 14","[[-117.52407, 37.15535, 0.0], [-117.53905, 37.17632, 0.0], [-117.56467, 37.20284, 0.0]]"
1368,"Death Valley (No), Subsection 15","[[-117.56467, 37.20284, 0.0], [-117.60881, 37.24848, 0.0]]"
1116,"Death Valley (No), Subsection 16","[[-117.60881, 37.24848, 0.0], [-117.653, 37.2941, 0.0]]"
839,"Death Valley (Fish Lake Valley), Subsection 0","[[-117.66754, 37.30194, 0.0], [-117.69734, 37.32084, 0.0], [-117.72786, 37.33331, 0.0]]"
1385,"Death Valley (Fish Lake Valley), Subsection 1","[[-117.72786, 37.33331, 0.0], [-117.76252, 37.34746, 0.0], [-117.79172, 37.36048, 0.0]]"
605,"Death Valley (Fish Lake Valley), Subsection 2","[[-117.79172, 37.36048, 0.0], [-117.80731, 37.36744, 0.0], [-117.84132, 37.40138, 0.0]]"
1864,"Death Valley (Fish Lake Valley), Subsection 3","[[-117.84132, 37.40138, 0.0], [-117.88651, 37.44643, 0.0]]"
744,"Death Valley (Fish Lake Valley), Subsection 4","[[-117.88651, 37.44643, 0.0], [-117.93175, 37.49146, 0.0]]"
111,"Death Valley (Fish Lake Valley), Subsection 5","[[-117.93175, 37.49146, 0.0], [-117.96381, 37.52333, 0.0], [-117.97752, 37.53617, 0.0]]"
959,"Death Valley (Fish Lake Valley), Subsection 6","[[-117.97752, 37.53617, 0.0], [-118.02449, 37.58011, 0.0]]"
1507,"Death Valley (Fish Lake Valley), Subsection 7","[[-118.02449, 37.58011, 0.0], [-118.03401, 37.58902, 0.0], [-118.05708, 37.60012, 0.0], [-118.07467, 37.61347, 0.0], [-118.0766, 37.61849, 0.0]]"
544,"Death Valley (Fish Lake Valley), Subsection 8","[[-118.0766, 37.61849, 0.0], [-118.09323, 37.66143, 0.0], [-118.09974, 37.67301, 0.0]]"
318,"Point Reyes 2011 connector, Subsection 0","[[-122.59217, 37.68165, 0.0], [-122.6248, 37.71721, 0.0]]"
1798,"Sierra Nevada  (No Extension), Subsection 2","[[-118.03056, 36.3612, 0.0], [-118.0317, 36.40818, 0.0], [-118.04836, 36.434, 0.0]]"
322,"Sierra Nevada  (No Extension), Subsection 3","[[-118.04836, 36.434, 0.0], [-118.092, 36.5015, 0.0]]"
637,"Eaton Roughs 2011 CFM, Subsection 0","[[-123.30672, 39.99881, 0.0], [-123.31839, 40.05565, 0.0], [-123.32169, 40.06033, 0.0]]"
281,"Eaton Roughs 2011 CFM, Subsection 1","[[-123.32169, 40.06033, 0.0], [-123.36071, 40.11563, 0.0]]"
73,"Eaton Roughs 2011 CFM, Subsection 2","[[-123.36071, 40.11563, 0.0], [-123.36855, 40.12674, 0.0], [-123.39139, 40.17384, 0.0]]"
120,"Fickle Hill (alt1), Subsection 0","[[-123.96462, 40.74394, 0.0], [-123.98963, 40.78458, 0.0], [-124.02432, 40.82891, 0.0]]"
2178,"Fickle Hill (alt1), Subsection 1","[[-124.02432, 40.82891, 0.0], [-124.04704, 40.85789, 0.0], [-124.10094, 40.9055, 0.0]]"
613,"Fickle Hill (alt1), Subsection 2","[[-124.10094, 40.9055, 0.0], [-124.18397, 40.97865, 0.0]]"
421,"Great Valley 09 (Laguna Seca), Subsection 7","[[-120.85842, 36.94444, 7.0], [-120.84014, 36.92176, 7.0]]"
451,"Great Valley 09 (Laguna Seca), Subsection 6","[[-120.87671, 36.96712, 7.0], [-120.85842, 36.94444, 7.0]]"
2467,"Great Valley 09 (Laguna Seca), Subsection 5","[[-120.89502, 36.9898, 7.0], [-120.87671, 36.96712, 7.0]]"
356,"Channel Islands Western Deep Ramp, Subsection 1","[[-119.89634, 34.27963, 4.8], [-119.85926, 34.27186, 4.8], [-119.79966, 34.23501, 4.8]]"
2308,"Hosgri (Extension), Subsection 4","[[-120.7023, 34.73158, 0.0], [-120.71634, 34.76165, 0.0]]"
249,"Hosgri (Extension), Subsection 3","[[-120.69051, 34.7011, 0.0], [-120.69104, 34.70746, 0.0], [-120.7023, 34.73158, 0.0]]"
1126,"Santa Rosa Island, Subsection 9","[[-120.29711, 33.98436, 0.0], [-120.3, 33.9844, 0.0], [-120.34163, 33.98648, 0.0]]"
1370,"Santa Rosa Island, Subsection 10","[[-120.34163, 33.98648, 0.0], [-120.358, 33.9873, 0.0], [-120.38621, 33.9873, 0.0]]"
85,"Santa Rosa Island, Subsection 11","[[-120.38621, 33.9873, 0.0], [-120.43, 33.9873, 0.0], [-120.43073, 33.9876, 0.0]]"
2315,"Santa Rosa Island, Subsection 12","[[-120.43073, 33.9876, 0.0], [-120.47086, 34.00375, 0.0]]"
1761,"Little Lake, Subsection 5","[[-117.83321, 35.84234, 0.0], [-117.87019, 35.8899, 0.0]]"
1860,"Little Lake, Subsection 6","[[-117.87019, 35.8899, 0.0], [-117.88341, 35.90688, 0.0], [-117.91253, 35.93426, 0.0]]"
747,"San Diego Trough south, Subsection 37","[[-116.36172, 31.54114, 0.0], [-116.32246, 31.52549, 0.0]]"
891,"San Diego Trough south, Subsection 36","[[-116.40171, 31.55523, 0.0], [-116.38793, 31.55158, 0.0], [-116.36172, 31.54114, 0.0]]"
535,"San Diego Trough south, Subsection 35","[[-116.44311, 31.56622, 0.0], [-116.40171, 31.55523, 0.0]]"
2116,"San Diego Trough south, Subsection 34","[[-116.48568, 31.57284, 0.0], [-116.45268, 31.56875, 0.0], [-116.44311, 31.56622, 0.0]]"
586,"San Diego Trough south, Subsection 33","[[-116.5286, 31.57809, 0.0], [-116.52815, 31.57808, 0.0], [-116.48568, 31.57284, 0.0]]"
795,"San Diego Trough south, Subsection 32","[[-116.57197, 31.57849, 0.0], [-116.5286, 31.57809, 0.0]]"
1267,"San Diego Trough south, Subsection 31","[[-116.61534, 31.57888, 0.0], [-116.57197, 31.57849, 0.0]]"
2469,"San Diego Trough south, Subsection 30","[[-116.65725, 31.58558, 0.0], [-116.63798, 31.57908, 0.0], [-116.61534, 31.57888, 0.0]]"
1602,"San Diego Trough south, Subsection 29","[[-116.69759, 31.59917, 0.0], [-116.65725, 31.58558, 0.0]]"
2283,"San Diego Trough south, Subsection 28","[[-116.73137, 31.62178, 0.0], [-116.70513, 31.6017, 0.0], [-116.69759, 31.59917, 0.0]]"
1453,"San Diego Trough south, Subsection 27","[[-116.76366, 31.64647, 0.0], [-116.73137, 31.62178, 0.0]]"
2026,"San Diego Trough south, Subsection 26","[[-116.79174, 31.67447, 0.0], [-116.773, 31.65361, 0.0], [-116.76366, 31.64647, 0.0]]"
2029,"Imperial, Subsection 3","[[-115.2696, 32.58166, 0.0], [-115.30318, 32.61887, 0.0]]"
1296,"White Wolf (Extension), Subsection 0","[[-118.47083, 35.38391, 0.0], [-118.41901, 35.42513, 0.0]]"
799,"White Wolf (Extension), Subsection 1","[[-118.41901, 35.42513, 0.0], [-118.36714, 35.46633, 0.0]]"
163,"Scodie Lineament, Subsection 2","[[-118.04512, 35.72965, 7.0], [-118.06546, 35.71046, 7.0]]"
1730,"White Mountains, Subsection 3","[[-118.22724, 37.17907, 0.0], [-118.2528, 37.2305, 0.0]]"
553,"White Mountains, Subsection 4","[[-118.2528, 37.2305, 0.0], [-118.25827, 37.24149, 0.0], [-118.27268, 37.28346, 0.0]]"
34,"White Mountains, Subsection 5","[[-118.27268, 37.28346, 0.0], [-118.27922, 37.30249, 0.0], [-118.29302, 37.33345, 0.0], [-118.29374, 37.33613, 0.0]]"
2241,"Red Mountain, Subsection 4","[[-119.66353, 34.35918, 0.0], [-119.749, 34.3617, 0.0], [-119.75466, 34.36274, 0.0]]"
152,"East Huasna 2011 CFM, Subsection 6","[[-120.29505, 35.10045, 0.0], [-120.31805, 35.13668, 0.0], [-120.3324, 35.1596, 0.0]]"
1616,"East Huasna 2011 CFM, Subsection 5","[[-120.25454, 35.04285, 0.0], [-120.27206, 35.0642, 0.0], [-120.29505, 35.10045, 0.0]]"
2093,"East Huasna 2011 CFM, Subsection 4","[[-120.20923, 34.98758, 0.0], [-120.25454, 35.04285, 0.0]]"
95,"East Huasna 2011 CFM, Subsection 3","[[-120.16185, 34.93354, 0.0], [-120.16278, 34.93507, 0.0], [-120.20579, 34.98337, 0.0], [-120.20923, 34.98758, 0.0]]"
2475,"East Huasna 2011 CFM, Subsection 2","[[-120.12571, 34.87393, 0.0], [-120.16185, 34.93354, 0.0]]"
1479,"East Huasna 2011 CFM, Subsection 1","[[-120.07886, 34.82217, 0.0], [-120.1018, 34.83445, 0.0], [-120.12571, 34.87393, 0.0]]"
522,"East Huasna 2011 CFM, Subsection 0","[[-120.01097, 34.78578, 0.0], [-120.07886, 34.82217, 0.0]]"
1324,"Channel Islands Western Deep Ramp, Subsection 0","[[-120.00673, 34.28806, 4.8], [-119.95936, 34.2928, 4.8], [-119.89634, 34.27963, 4.8]]"
875,"Coronado Bank alt1, Subsection 8","[[-117.35399, 32.63174, 0.0], [-117.344, 32.6238, 0.0], [-117.3245, 32.60377, 0.0]]"
2328,"Coronado Bank alt1, Subsection 7","[[-117.38636, 32.65745, 0.0], [-117.35399, 32.63174, 0.0]]"
715,"Coronado Bank alt1, Subsection 6","[[-117.41577, 32.68482, 0.0], [-117.413, 32.6786, 0.0], [-117.38636, 32.65745, 0.0]]"
1349,"Coronado Bank alt1, Subsection 5","[[-117.4314, 32.71991, 0.0], [-117.41577, 32.68482, 0.0]]"
1975,"Coronado Bank alt1, Subsection 4","[[-117.46112, 32.74741, 0.0], [-117.433, 32.7235, 0.0], [-117.4314, 32.71991, 0.0]]"
2002,"Coronado Bank alt1, Subsection 3","[[-117.48561, 32.77851, 0.0], [-117.467, 32.7524, 0.0], [-117.46112, 32.74741, 0.0]]"
211,"Coronado Bank alt1, Subsection 2","[[-117.50756, 32.81096, 0.0], [-117.507, 32.8085, 0.0], [-117.48561, 32.77851, 0.0]]"
1079,"Coronado Bank alt1, Subsection 1","[[-117.51595, 32.84776, 0.0], [-117.50756, 32.81096, 0.0]]"
227,"Carlsbad, Subsection 0","[[-117.47315, 32.83411, 1.6], [-117.4623, 32.87513, 1.6]]"
1779,"Carlsbad, Subsection 1","[[-117.4623, 32.87513, 1.6], [-117.45143, 32.91615, 1.6]]"
1234,"Carlsbad, Subsection 2","[[-117.45143, 32.91615, 1.6], [-117.44321, 32.94712, 1.6], [-117.44393, 32.95739, 1.6]]"
2175,"Carlsbad, Subsection 3","[[-117.44393, 32.95739, 1.6], [-117.44685, 32.99934, 1.6]]"
502,"Carlsbad, Subsection 4","[[-117.44685, 32.99934, 1.6], [-117.44774, 33.01218, 1.6], [-117.47089, 33.03394, 1.6]]"
2172,"Carlsbad, Subsection 5","[[-117.47089, 33.03394, 1.6], [-117.48782, 33.04985, 1.6], [-117.51248, 33.05103, 1.6]]"
2572,"Carlsbad, Subsection 6","[[-117.51248, 33.05103, 1.6], [-117.56253, 33.05342, 1.6]]"
2302,"Oceanside alt1, Subsection 0","[[-117.59757, 32.97799, 1.0], [-117.61452, 33.05492, 1.0], [-117.62016, 33.05752, 1.0]]"
2487,"Oceanside alt1, Subsection 1","[[-117.62016, 33.05752, 1.0], [-117.65255, 33.07244, 1.0], [-117.66898, 33.12326, 1.0]]"
1633,"Oceanside alt1, Subsection 2","[[-117.66898, 33.12326, 1.0], [-117.68015, 33.15778, 1.0], [-117.70247, 33.20185, 1.0]]"
2057,"Oceanside alt1, Subsection 3","[[-117.70247, 33.20185, 1.0], [-117.71042, 33.21753, 1.0], [-117.74727, 33.24433, 1.0], [-117.74696, 33.27007, 1.0]]"
2083,"Oceanside alt1, Subsection 4","[[-117.74696, 33.27007, 1.0], [-117.74621, 33.33241, 1.0], [-117.75575, 33.35215, 1.0]]"
800,"Elsinore (Coyote Mountains), Subsection 0","[[-116.006, 32.779, 0.0], [-116.06907, 32.80302, 0.0]]"
848,"Redondo Canyon alt 1, Subsection 1","[[-118.46267, 33.80309, 0.0], [-118.39488, 33.8119, 0.0]]"
1045,"Redondo Canyon alt 1, Subsection 0","[[-118.53045, 33.79425, 0.0], [-118.46267, 33.80309, 0.0]]"
643,"Oak Ridge (Onshore), Subsection 0","[[-119.21196, 34.26044, 1.0], [-119.12853, 34.27598, 1.0], [-119.11629, 34.29192, 1.0]]"
112,"Ventura-Pitas Point, Subsection 7","[[-119.5122, 34.30071, 1.0], [-119.593, 34.2974, 1.0]]"
1806,"Death Valley (Fish Lake Valley), Subsection 9","[[-118.09974, 37.67301, 0.0], [-118.12399, 37.71606, 0.0], [-118.13148, 37.72469, 0.0]]"
1756,"Death Valley (Fish Lake Valley), Subsection 10","[[-118.13148, 37.72469, 0.0], [-118.15497, 37.75171, 0.0], [-118.1662, 37.77487, 0.0]]"
1441,"South Klamath Lake East, Subsection 4","[[-121.73997, 42.28162, 0.0], [-121.71692, 42.22987, 0.0]]"
671,"South Klamath Lake East, Subsection 5","[[-121.71692, 42.22987, 0.0], [-121.69391, 42.17812, 0.0]]"
2004,"South Klamath Lake East, Subsection 6","[[-121.69391, 42.17812, 0.0], [-121.67094, 42.12636, 0.0]]"
942,"South Klamath Lake East, Subsection 7","[[-121.67094, 42.12636, 0.0], [-121.65241, 42.08454, 0.0], [-121.64327, 42.07657, 0.0]]"
240,"Garlock (East), Subsection 7","[[-116.44209, 35.58755, 0.0], [-116.37972, 35.5904, 0.0]]"
884,"Los Osos 2011, Subsection 3","[[-120.74395, 35.28768, 0.0], [-120.73522, 35.28492, 0.0], [-120.68373, 35.24569, 0.0], [-120.67756, 35.23799, 0.0]]"
2463,"Los Osos 2011, Subsection 2","[[-120.83227, 35.3011, 0.0], [-120.78181, 35.29963, 0.0], [-120.74395, 35.28768, 0.0]]"
1142,"Cedar Mtn-Mahogany Mtn, Subsection 0","[[-121.90136, 41.52567, 0.0], [-121.90816, 41.57204, 0.0]]"
769,"Cedar Mtn-Mahogany Mtn, Subsection 1","[[-121.90816, 41.57204, 0.0], [-121.91497, 41.61842, 0.0]]"
1536,"Cedar Mtn-Mahogany Mtn, Subsection 2","[[-121.91497, 41.61842, 0.0], [-121.9218, 41.66479, 0.0]]"
2056,"Cedar Mtn-Mahogany Mtn, Subsection 3","[[-121.9218, 41.66479, 0.0], [-121.92863, 41.71117, 0.0]]"
1312,"Cedar Mtn-Mahogany Mtn, Subsection 4","[[-121.92863, 41.71117, 0.0], [-121.93547, 41.75754, 0.0]]"
168,"Cedar Mtn-Mahogany Mtn, Subsection 5","[[-121.93547, 41.75754, 0.0], [-121.94232, 41.80391, 0.0]]"
1803,"Cedar Mtn-Mahogany Mtn, Subsection 6","[[-121.94232, 41.80391, 0.0], [-121.94468, 41.81986, 0.0], [-121.94912, 41.85029, 0.0]]"
740,"Cedar Mtn-Mahogany Mtn, Subsection 7","[[-121.94912, 41.85029, 0.0], [-121.9559, 41.89667, 0.0]]"
