event_id,magnitude,annual_rate,dip,rake,dip_dir,z_tor,z_bor,fault_trace
789.0,6.25,0.00012,81.0,3.2,46.5,0.0,9.5,"[[-122.162, 37.312, 0.0], [-122.201, 37.34, 0.0], [-122.216, 37.35, 0.0], [-122.237, 37.37, 0.0], [-122.255, 37.387, 0.0], [-122.273, 37.4, 0.0]]"
790.0,6.25,0.00012,81.0,3.2,46.5,0.0,9.5,"[[-122.273, 37.4, 0.0], [-122.312, 37.428, 0.0], [-122.342, 37.449, 0.0], [-122.348, 37.458, 0.0], [-122.372, 37.495, 0.0], [-122.391, 37.523, 0.0], [-122.401, 37.529, 0.0]]"
791.0,6.25,0.00012,81.0,3.2,46.5,0.0,9.5,"[[-122.401, 37.529, 0.0], [-122.442, 37.554, 0.0], [-122.484, 37.58, 0.0], [-122.494, 37.586, 0.0], [-122.521, 37.609, 0.0]]"
792.0,6.75,5.82e-05,81.0,3.2,46.5,0.0,9.5,"[[-122.162, 37.312, 0.0], [-122.201, 37.34, 0.0], [-122.216, 37.35, 0.0], [-122.237, 37.37, 0.0], [-122.255, 37.387, 0.0], [-122.273, 37.4, 0.0], [-122.312, 37.428, 0.0], [-122.342, 37.449, 0.0], [-122.348, 37.458, 0.0], [-122.372, 37.495, 0.0], [-122.391, 37.523, 0.0], [-122.401, 37.529, 0.0], [-122.442, 37.554, 0.0], [-122.484, 37.58, 0.0], [-122.494, 37.586, 0.0], [-122.521, 37.609, 0.0]]"
824.0,6.15,0.000113,53.0,63.1,49.8,0.0,9.0,"[[-122.592, 37.682, 0.0], [-122.625, 37.717, 0.0], [-122.657, 37.753, 0.0], [-122.69, 37.788, 0.0]]"
826.0,6.65,2.53e-05,53.0,63.1,49.8,0.0,9.0,"[[-122.592, 37.682, 0.0], [-122.625, 37.717, 0.0], [-122.657, 37.753, 0.0], [-122.69, 37.788, 0.0], [-122.712, 37.812, 0.0], [-122.725, 37.822, 0.0], [-122.764, 37.854, 0.0], [-122.804, 37.885, 0.0]]"
1165.0,6.25,5.93e-05,75.0,2.8,51.7,0.0,11.1,"[[-121.634, 37.174, 0.0], [-121.681, 37.204, 0.0], [-121.701, 37.217, 0.0], [-121.721, 37.24, 0.0], [-121.751, 37.272, 0.0]]"
1166.0,6.25,5.93e-05,75.0,2.8,51.7,0.0,11.1,"[[-121.751, 37.272, 0.0], [-121.759, 37.277, 0.0], [-121.807, 37.307, 0.0], [-121.855, 37.337, 0.0], [-121.899, 37.364, 0.0]]"
1167.0,6.25,5.93e-05,75.0,2.8,51.7,0.0,11.1,"[[-121.899, 37.364, 0.0], [-121.902, 37.367, 0.0], [-121.933, 37.409, 0.0], [-121.941, 37.421, 0.0], [-121.95, 37.455, 0.0]]"
1168.0,6.75,3.08e-05,75.0,2.8,51.7,0.0,11.1,"[[-121.634, 37.174, 0.0], [-121.681, 37.204, 0.0], [-121.701, 37.217, 0.0], [-121.721, 37.24, 0.0], [-121.751, 37.272, 0.0], [-121.759, 37.277, 0.0], [-121.807, 37.307, 0.0], [-121.855, 37.337, 0.0], [-121.899, 37.364, 0.0], [-121.902, 37.367, 0.0], [-121.933, 37.409, 0.0], [-121.941, 37.421, 0.0], [-121.95, 37.455, 0.0]]"
