z,qt,fs,u2
6.15,10.1,0.3898,0
6.2,20.15,0.3984,0
6.25,22.93,0.3775,0
6.3,26.07,0.4989,0
6.35,21.04,0.5644,0
6.4,28.68,0.4923,0
6.45,27.56,0.6378,0
6.5,26.99,0.6249,0
6.55,28,0.5028,0
6.6,25.64,0.333,0
6.65,19.2,0.3042,0
6.7,12.11,0.2836,0
6.75,9.22,0.2054,0
6.8,4.24,0.1066,0
6.85,3.08,0.0725,0
6.9,1.9,0.056,0
6.95,1.93,0.0485,0
7,1.76,0.0447,0
7.05,1.51,0.0405,0
7.1,1.32,0.0386,0
7.15,1.37,0.0351,0
7.2,1.47,0.0321,0
7.25,1.62,0.0351,0
7.3,1.71,0.0439,0
7.35,1.93,0.0496,0
7.4,2.08,0.0575,0
7.45,2.27,0.0652,0
7.5,2.41,0.0716,0
7.55,2.51,0.0748,0
7.6,2.64,0.0708,0
7.65,2.35,0.0636,0
7.7,1.93,0.064,0
7.75,2.1,0.071,0
7.8,2.42,0.085,0
7.85,2.59,0.0917,0
7.9,2.58,0.0978,0
7.95,2.51,0.1094,0
8,2.54,0.1144,0
8.05,2.89,0.1215,0
8.1,3,0.1883,0
8.15,5.81,0.2446,0
8.2,10.43,0.298,0
8.25,11.9,0.3472,0
8.3,11.96,0.3602,0
8.35,13.61,0.2932,0
8.4,13.63,0.2232,0
8.45,12.68,0.312,0
8.5,10.31,0.3835,0
8.55,8.8,0.3795,0
8.6,13.07,0.3658,0
8.65,15.4,0.2324,0
8.7,18.74,0.3922,0
8.75,24.37,0.3423,0
8.8,28.38,0.6002,0
8.85,29.01,1.0528,0
8.9,27.03,1.1,0
8.95,28.04,1.16,0
9,31.19,1.1,0
9.05,32.52,1.05,0
9.1,31.43,1.06,0
9.15,29.59,1.18,0
9.2,30.33,1.144,0
9.25,34.68,1.075,0
9.3,37.95,1.08,0
9.35,38.84,1.0652,0
9.4,38,1.0074,0
9.45,37.88,1.0163,0
9.5,38.56,0.9201,0
9.55,39.4,0.8596,0
9.6,39.68,0.8276,0
9.65,40.56,0.803,0
9.7,40.86,0.4287,0
9.75,41,0.4855,0
9.8,40.39,0.4463,0
9.85,40.38,0.4226,0
9.9,39.93,0.3549,0
9.95,39.09,0.31,0
10,37.4,0.2895,0
10.05,36,0.3934,0
10.1,34.11,0.4731,0
10.15,35.61,0.5868,0
10.2,37.71,0.6247,0
10.25,37.96,0.6044,0
10.3,37.04,0.6394,0
10.35,40.21,0.6948,0
10.4,42.17,0.8047,0
10.45,43.43,0.8337,0
10.5,43.6,0.8846,0
10.55,43.01,0.9835,0
10.6,41.9,0.9994,0
10.65,41.02,0.9999,0
10.7,38.62,0.9378,0
10.75,41.84,0.8483,0
10.8,40.54,0.8907,0
10.85,40.55,0.99,0
10.9,44.86,1,0
10.95,49.19,1.01,0
11,49.65,1,0
11.05,50.18,0.95,0
11.1,50.4,1,0
