SegmentID,SegmentName,SegmentTrace
952,"Santa Ynez (West), Subsection 0","[[-120.48339, 34.5126, 0.0], [-120.43226, 34.51248, 0.0]]"
2718,"Swain Ravine - Spenceville, Subsection 0","[[-120.92989, 38.71749, 0.0], [-120.9792, 38.76598, 0.0]]"
2603,"Swain Ravine - Spenceville, Subsection 1","[[-120.9792, 38.76598, 0.0], [-121.02858, 38.81445, 0.0]]"
1563,"Swain Ravine - Spenceville, Subsection 2","[[-121.02858, 38.81445, 0.0], [-121.07803, 38.8629, 0.0]]"
1034,"Swain Ravine - Spenceville, Subsection 3","[[-121.07803, 38.8629, 0.0], [-121.12754, 38.91133, 0.0]]"
330,"Round Valley, Subsection 0","[[-118.59922, 37.24244, 0.0], [-118.61618, 37.25132, 0.0], [-118.63513, 37.26467, 0.0], [-118.64111, 37.27861, 0.0], [-118.63971, 37.29248, 0.0]]"
2424,"Round Valley, Subsection 1","[[-118.63971, 37.29248, 0.0], [-118.63881, 37.30151, 0.0], [-118.62761, 37.32666, 0.0], [-118.61513, 37.34512, 0.0], [-118.61504, 37.35336, 0.0]]"
1933,"Round Valley, Subsection 2","[[-118.61504, 37.35336, 0.0], [-118.61499, 37.3574, 0.0], [-118.62972, 37.38249, 0.0], [-118.64251, 37.39753, 0.0], [-118.65061, 37.40476, 0.0], [-118.65096, 37.41014, 0.0]]"
277,"Round Valley, Subsection 3","[[-118.65096, 37.41014, 0.0], [-118.65119, 37.41369, 0.0], [-118.63719, 37.44611, 0.0], [-118.64055, 37.47309, 0.0]]"
392,"Round Valley, Subsection 4","[[-118.64055, 37.47309, 0.0], [-118.64157, 37.48127, 0.0], [-118.65043, 37.51517, 0.0], [-118.67178, 37.52474, 0.0], [-118.67462, 37.52613, 0.0]]"
922,"Round Valley, Subsection 5","[[-118.67462, 37.52613, 0.0], [-118.70231, 37.53973, 0.0], [-118.73086, 37.54858, 0.0], [-118.74232, 37.56027, 0.0]]"
2866,"Hilton Creek 2011 CFM, Subsection 0","[[-118.763, 37.50661, 0.0], [-118.7918, 37.57132, 0.0]]"
1192,"Hilton Creek 2011 CFM, Subsection 1","[[-118.7918, 37.57132, 0.0], [-118.80758, 37.60673, 0.0], [-118.83516, 37.62883, 0.0]]"
1478,"Hilton Creek 2011 CFM, Subsection 2","[[-118.83516, 37.62883, 0.0], [-118.8874, 37.67064, 0.0], [-118.89516, 37.67829, 0.0]]"
2878,"So Sierra Nevada, Subsection 5","[[-117.90124, 35.62435, 0.0], [-117.869, 35.6839, 0.0], [-117.87344, 35.69617, 0.0]]"
2256,"Cleghorn, Subsection 3","[[-117.27334, 34.27522, 0.0], [-117.25774, 34.27447, 0.0], [-117.20396, 34.28296, 0.0]]"
1392,"Eaton Roughs 2011 CFM, Subsection 2","[[-123.36071, 40.11563, 0.0], [-123.36855, 40.12674, 0.0], [-123.39139, 40.17384, 0.0]]"
2609,"McKinleyville (alt1), Subsection 0","[[-123.86379, 40.75712, 0.0], [-123.90343, 40.79176, 0.0], [-123.94196, 40.81747, 0.0], [-123.94244, 40.81782, 0.0]]"
1800,"McKinleyville (alt1), Subsection 3","[[-124.08191, 40.95025, 0.0], [-124.09076, 40.96203, 0.0], [-124.1465, 41.02006, 0.0]]"
2857,"McKinleyville (alt1), Subsection 4","[[-124.1465, 41.02006, 0.0], [-124.18308, 41.05808, 0.0], [-124.23273, 41.06589, 0.0]]"
1644,"Pine Mtn, Subsection 1","[[-118.89932, 34.61223, 0.0], [-118.97126, 34.57987, 0.0], [-119.0015, 34.57932, 0.0]]"
2444,"Pine Mtn, Subsection 0","[[-118.78885, 34.6192, 0.0], [-118.84086, 34.62158, 0.0], [-118.8898, 34.6165, 0.0], [-118.89932, 34.61223, 0.0]]"
574,"Hunter Mountain-Saline Valley, Subsection 6","[[-117.71821, 36.62861, 0.0], [-117.78018, 36.6477, 0.0]]"
1134,"Hunter Mountain-Saline Valley, Subsection 7","[[-117.78018, 36.6477, 0.0], [-117.82177, 36.6605, 0.0], [-117.83152, 36.67618, 0.0]]"
494,"Nelson Lake, Subsection 5","[[-116.59486, 35.43896, 0.0], [-116.53294, 35.43008, 0.0]]"
1444,"Nelson Lake, Subsection 6","[[-116.53294, 35.43008, 0.0], [-116.51093, 35.42691, 0.0], [-116.4709, 35.42187, 0.0]]"
2157,"Nelson Lake, Subsection 7","[[-116.4709, 35.42187, 0.0], [-116.43644, 35.41752, 0.0], [-116.41076, 35.40846, 0.0]]"
2618,"Nelson Lake, Subsection 8","[[-116.41076, 35.40846, 0.0], [-116.3531, 35.38808, 0.0]]"
701,"San Diego Trough north alt2, Subsection 27","[[-118.0794, 33.18489, 0.0], [-118.09215, 33.18948, 0.0], [-118.12107, 33.19414, 0.0]]"
2702,"San Clemente, Subsection 30","[[-118.33612, 32.84447, 0.0], [-118.35887, 32.87936, 0.0]]"
992,"San Clemente, Subsection 31","[[-118.35887, 32.87936, 0.0], [-118.36512, 32.88894, 0.0], [-118.38921, 32.90952, 0.0]]"
1873,"San Clemente, Subsection 32","[[-118.38921, 32.90952, 0.0], [-118.39744, 32.91655, 0.0], [-118.42713, 32.93312, 0.0]]"
211,"San Clemente, Subsection 33","[[-118.42713, 32.93312, 0.0], [-118.45459, 32.94843, 0.0], [-118.46277, 32.95841, 0.0]]"
2193,"San Clemente, Subsection 34","[[-118.46277, 32.95841, 0.0], [-118.48398, 32.98428, 0.0], [-118.48945, 32.99129, 0.0]]"
1293,"San Clemente, Subsection 35","[[-118.48945, 32.99129, 0.0], [-118.51546, 33.02456, 0.0]]"
2223,"San Clemente, Subsection 36","[[-118.51546, 33.02456, 0.0], [-118.52485, 33.03656, 0.0], [-118.54487, 33.05567, 0.0]]"
244,"San Clemente, Subsection 37","[[-118.54487, 33.05567, 0.0], [-118.5672, 33.07696, 0.0], [-118.57622, 33.08554, 0.0]]"
2658,"Towne Pass, Subsection 1","[[-117.18843, 36.55719, 0.0], [-117.20594, 36.54908, 0.0], [-117.20898, 36.49506, 0.0]]"
2868,"Towne Pass, Subsection 2","[[-117.20898, 36.49506, 0.0], [-117.20933, 36.4888, 0.0], [-117.23674, 36.43412, 0.0], [-117.2419, 36.43116, 0.0]]"
725,"Towne Pass, Subsection 3","[[-117.2419, 36.43116, 0.0], [-117.25182, 36.42547, 0.0], [-117.26948, 36.39168, 0.0], [-117.26747, 36.36787, 0.0]]"
1618,"Big Pine (East), Subsection 2","[[-119.11248, 34.76247, 0.0], [-119.17018, 34.7391, 0.0]]"
1825,"Big Pine (East), Subsection 3","[[-119.17018, 34.7391, 0.0], [-119.18094, 34.73474, 0.0], [-119.23191, 34.74445, 0.0]]"
1834,"Big Pine (Central), Subsection 4","[[-119.22883, 34.71869, 0.0], [-119.21475, 34.72315, 0.0], [-119.19442, 34.72024, 0.0]]"
333,"Big Pine (Central), Subsection 3","[[-119.26184, 34.70766, 0.0], [-119.25966, 34.70893, 0.0], [-119.22883, 34.71869, 0.0]]"
2797,"Big Pine (Central), Subsection 2","[[-119.29096, 34.69066, 0.0], [-119.26184, 34.70766, 0.0]]"
2872,"Big Pine (Central), Subsection 1","[[-119.32338, 34.67868, 0.0], [-119.29654, 34.6874, 0.0], [-119.29096, 34.69066, 0.0]]"
66,"Maacama 2011 CFM, Subsection 28","[[-123.62958, 39.80253, 0.0], [-123.67168, 39.84598, 0.0]]"
554,"Rodgers Creek - Healdsburg 2011 CFM, Subsection 13","[[-122.95365, 38.72137, 0.0], [-122.99627, 38.76252, 0.0]]"
2248,"Monterey Bay-Tularcitos, Subsection 12","[[-122.07474, 36.8756, 0.0], [-122.12216, 36.92128, 0.0]]"
2128,"Monterey Bay-Tularcitos, Subsection 11","[[-122.02737, 36.82991, 0.0], [-122.07474, 36.8756, 0.0]]"
2025,"Monterey Bay-Tularcitos, Subsection 10","[[-121.98886, 36.77956, 0.0], [-122.01049, 36.8136, 0.0], [-122.02737, 36.82991, 0.0]]"
456,"Monterey Bay-Tularcitos, Subsection 9","[[-121.95527, 36.72664, 0.0], [-121.98886, 36.77956, 0.0]]"
1712,"Eureka Peak, Subsection 0","[[-116.3421, 33.96074, 0.0], [-116.34317, 33.99466, 0.0], [-116.3465, 34.00991, 0.0], [-116.34965, 34.01654, 0.0]]"
1317,"Eureka Peak, Subsection 1","[[-116.34965, 34.01654, 0.0], [-116.35315, 34.02392, 0.0], [-116.35514, 34.04454, 0.0], [-116.36817, 34.0703, 0.0]]"
915,"Oak Ridge (Offshore) west extension, Subsection 16","[[-119.69439, 34.25478, 0.0], [-119.67665, 34.25233, 0.0]]"
2584,"Oak Ridge (Offshore) west extension, Subsection 15","[[-119.71214, 34.25723, 0.0], [-119.69439, 34.25478, 0.0]]"
919,"Oak Ridge (Offshore) west extension, Subsection 14","[[-119.72989, 34.25968, 0.0], [-119.71214, 34.25723, 0.0]]"
0,"Hat Creek-McArthur-Mayfield, Subsection 2","[[-121.582, 41.36388, 0.0], [-121.5565, 41.32027, 0.0]]"
2102,"Hat Creek-McArthur-Mayfield, Subsection 3","[[-121.5565, 41.32027, 0.0], [-121.53104, 41.27666, 0.0]]"
786,"Hat Creek-McArthur-Mayfield, Subsection 4","[[-121.53104, 41.27666, 0.0], [-121.50561, 41.23304, 0.0]]"
303,"Hat Creek-McArthur-Mayfield, Subsection 5","[[-121.50561, 41.23304, 0.0], [-121.48022, 41.18942, 0.0]]"
942,"Hat Creek-McArthur-Mayfield, Subsection 6","[[-121.48022, 41.18942, 0.0], [-121.45486, 41.14579, 0.0]]"
775,"Collayami 2011 CFM, Subsection 2","[[-122.77307, 38.87251, 0.0], [-122.73766, 38.83726, 0.0]]"
2149,"Collayami 2011 CFM, Subsection 3","[[-122.73766, 38.83726, 0.0], [-122.70404, 38.80373, 0.0], [-122.70171, 38.80248, 0.0]]"
534,"Collayami 2011 CFM, Subsection 4","[[-122.70171, 38.80248, 0.0], [-122.65434, 38.77718, 0.0]]"
2486,"Collayami 2011 CFM, Subsection 5","[[-122.65434, 38.77718, 0.0], [-122.61036, 38.75366, 0.0], [-122.60705, 38.75183, 0.0]]"
2694,"Cedar Mtn-Mahogany Mtn, Subsection 1","[[-121.90816, 41.57204, 0.0], [-121.91497, 41.61842, 0.0]]"
995,"Cedar Mtn-Mahogany Mtn, Subsection 2","[[-121.91497, 41.61842, 0.0], [-121.9218, 41.66479, 0.0]]"
2579,"Cedar Mtn-Mahogany Mtn, Subsection 3","[[-121.9218, 41.66479, 0.0], [-121.92863, 41.71117, 0.0]]"
1663,"Cedar Mtn-Mahogany Mtn, Subsection 4","[[-121.92863, 41.71117, 0.0], [-121.93547, 41.75754, 0.0]]"
707,"Cedar Mtn-Mahogany Mtn, Subsection 5","[[-121.93547, 41.75754, 0.0], [-121.94232, 41.80391, 0.0]]"
2555,"Cedar Mtn-Mahogany Mtn, Subsection 6","[[-121.94232, 41.80391, 0.0], [-121.94468, 41.81986, 0.0], [-121.94912, 41.85029, 0.0]]"
419,"Cedar Mtn-Mahogany Mtn, Subsection 7","[[-121.94912, 41.85029, 0.0], [-121.9559, 41.89667, 0.0]]"
23,"Cedar Mtn-Mahogany Mtn, Subsection 8","[[-121.9559, 41.89667, 0.0], [-121.96269, 41.94305, 0.0]]"
954,"Death Valley (Fish Lake Valley), Subsection 9","[[-118.09974, 37.67301, 0.0], [-118.12399, 37.71606, 0.0], [-118.13148, 37.72469, 0.0]]"
1244,"Thirty Mile Bank, Subsection 5","[[-117.90397, 32.90643, 0.3], [-117.95511, 32.96037, 0.3], [-117.97401, 32.97771, 0.3]]"
359,"Thirty Mile Bank, Subsection 4","[[-117.84693, 32.82757, 0.3], [-117.85467, 32.83654, 0.3], [-117.89594, 32.89795, 0.3], [-117.90397, 32.90643, 0.3]]"
1158,"Newport-Inglewood alt 1, Subsection 7","[[-118.31626, 33.93289, 0.0], [-118.31824, 33.93325, 0.0], [-118.32879, 33.94794, 0.0], [-118.35311, 33.96159, 0.0], [-118.35885, 33.98326, 0.0]]"
143,"Tin Mountain, Subsection 0","[[-117.45132, 37.02513, 0.0], [-117.46832, 36.96049, 0.0]]"
733,"Tin Mountain, Subsection 1","[[-117.46832, 36.96049, 0.0], [-117.47617, 36.93062, 0.0], [-117.4841, 36.89566, 0.0]]"
223,"Tin Mountain, Subsection 2","[[-117.4841, 36.89566, 0.0], [-117.48989, 36.87013, 0.0], [-117.4869, 36.83009, 0.0]]"
2293,"So Sierra Nevada, Subsection 2","[[-118.04776, 35.44753, 0.0], [-118.03606, 35.52479, 0.0]]"
1562,"So Sierra Nevada, Subsection 3","[[-118.03606, 35.52479, 0.0], [-118.034, 35.5384, 0.0], [-118.004, 35.568, 0.0], [-117.97618, 35.58031, 0.0]]"
115,"So Sierra Nevada, Subsection 4","[[-117.97618, 35.58031, 0.0], [-117.909, 35.61, 0.0], [-117.90124, 35.62435, 0.0]]"
2472,"Great Valley 06 Midland alt2, Subsection 0","[[-121.65477, 38.16556, 2.0], [-121.65005, 38.06562, 2.0]]"
2723,"San Clemente, Subsection 41","[[-118.67244, 33.17354, 0.0], [-118.70545, 33.20216, 0.0]]"
1649,"San Clemente, Subsection 42","[[-118.70545, 33.20216, 0.0], [-118.72039, 33.21511, 0.0], [-118.73847, 33.23078, 0.0]]"
946,"San Clemente, Subsection 43","[[-118.73847, 33.23078, 0.0], [-118.77151, 33.2594, 0.0]]"
2218,"San Clemente, Subsection 44","[[-118.77151, 33.2594, 0.0], [-118.80458, 33.288, 0.0]]"
1727,"Oak Ridge (Offshore) west extension, Subsection 13","[[-119.74691, 34.26345, 0.0], [-119.74426, 34.26165, 0.0], [-119.72989, 34.25968, 0.0]]"
2767,"Oak Ridge (Offshore) west extension, Subsection 12","[[-119.76083, 34.27287, 0.0], [-119.74691, 34.26345, 0.0]]"
2290,"Oak Ridge (Offshore) west extension, Subsection 11","[[-119.77475, 34.28229, 0.0], [-119.76083, 34.27287, 0.0]]"
2402,"Tank Canyon, Subsection 5","[[-117.22459, 35.7219, 0.0], [-117.21721, 35.6805, 0.0], [-117.21962, 35.67786, 0.0]]"
462,"Tank Canyon, Subsection 4","[[-117.24261, 35.76316, 0.0], [-117.2363, 35.75511, 0.0], [-117.22935, 35.74856, 0.0], [-117.22459, 35.7219, 0.0]]"
1430,"Tank Canyon, Subsection 3","[[-117.25476, 35.80145, 0.0], [-117.2634, 35.78965, 0.0], [-117.24261, 35.76316, 0.0]]"
197,"Tank Canyon, Subsection 2","[[-117.25459, 35.84601, 0.0], [-117.2524, 35.80467, 0.0], [-117.25476, 35.80145, 0.0]]"
515,"Tank Canyon, Subsection 1","[[-117.23292, 35.88417, 0.0], [-117.25552, 35.86348, 0.0], [-117.25459, 35.84601, 0.0]]"
2185,"Tank Canyon, Subsection 0","[[-117.196, 35.91796, 0.0], [-117.23292, 35.88417, 0.0]]"
1075,"Surprise Valley 2011 CFM, Subsection 4","[[-120.14058, 41.34399, 0.0], [-120.14804, 41.3925, 0.0]]"
1138,"Surprise Valley 2011 CFM, Subsection 3","[[-120.12399, 41.2975, 0.0], [-120.13631, 41.3162, 0.0], [-120.14058, 41.34399, 0.0]]"
1393,"Surprise Valley 2011 CFM, Subsection 2","[[-120.09517, 41.25372, 0.0], [-120.12399, 41.2975, 0.0]]"
1111,"Newport-Inglewood alt 1, Subsection 8","[[-118.35885, 33.98326, 0.0], [-118.36032, 33.98879, 0.0], [-118.36723, 34.00236, 0.0], [-118.38955, 34.04331, 0.0]]"
1097,"Chino alt 2, Subsection 1","[[-117.71181, 33.97502, 0.0], [-117.71028, 33.97237, 0.0], [-117.66454, 33.92385, 0.0]]"
1493,"Dog Valley, Subsection 0","[[-120.25138, 39.35781, 0.0], [-120.19118, 39.40613, 0.0]]"
1055,"Dog Valley, Subsection 1","[[-120.19118, 39.40613, 0.0], [-120.1309, 39.45441, 0.0]]"
918,"Dog Valley, Subsection 2","[[-120.1309, 39.45441, 0.0], [-120.11253, 39.46911, 0.0], [-120.07998, 39.50842, 0.0]]"
2732,"Calico-Hidalgo, Subsection 16","[[-116.81324, 34.93054, 0.0], [-116.837, 34.9388, 0.0], [-116.87306, 34.96251, 0.0]]"
2345,"Calico-Hidalgo, Subsection 17","[[-116.87306, 34.96251, 0.0], [-116.9293, 34.99944, 0.0]]"
555,"Elsinore (Coyote Mountains), Subsection 0","[[-116.006, 32.779, 0.0], [-116.06907, 32.80302, 0.0]]"
2753,"Great Valley 07 (Orestimba), Subsection 11","[[-121.23429, 37.4545, 7.0], [-121.20805, 37.42902, 7.0]]"
130,"Great Valley 07 (Orestimba), Subsection 12","[[-121.20805, 37.42902, 7.0], [-121.18183, 37.40353, 7.0]]"
1857,"Great Valley 07 (Orestimba), Subsection 13","[[-121.18183, 37.40353, 7.0], [-121.15563, 37.37804, 7.0]]"
1863,"Great Valley 07 (Orestimba), Subsection 0","[[-121.52409, 37.73443, 7.0], [-121.49765, 37.70901, 7.0]]"
1943,"Great Valley 07 (Orestimba), Subsection 1","[[-121.49765, 37.70901, 7.0], [-121.47124, 37.68359, 7.0]]"
1185,"Great Valley 07 (Orestimba), Subsection 2","[[-121.47124, 37.68359, 7.0], [-121.44484, 37.65816, 7.0]]"
1041,"Great Valley 07 (Orestimba), Subsection 14","[[-121.15563, 37.37804, 7.0], [-121.12945, 37.35254, 7.0]]"
1851,"Calico-Hidalgo, Subsection 0","[[-116.153, 34.1726, 0.0], [-116.1848, 34.22547, 0.0]]"
1440,"Garlock (East), Subsection 6","[[-116.50441, 35.58859, 0.0], [-116.46697, 35.5864, 0.0], [-116.44209, 35.58755, 0.0]]"
1786,"Surprise Valley 2011 CFM, Subsection 1","[[-120.0664, 41.20994, 0.0], [-120.09517, 41.25372, 0.0]]"
2217,"Surprise Valley 2011 CFM, Subsection 0","[[-120.03766, 41.16615, 0.0], [-120.0664, 41.20994, 0.0]]"
2740,"Monterey Bay-Tularcitos, Subsection 0","[[-121.50309, 36.35759, 0.0], [-121.56712, 36.38703, 0.0]]"
1720,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16","[[-124.67886, 42.14539, 0.0], [-124.70647, 42.24155, 0.0]]"
1387,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17","[[-124.70647, 42.24155, 0.0], [-124.70946, 42.25195, 0.0], [-124.74921, 42.33455, 0.0]]"
1466,"Cedar Mtn-Mahogany Mtn, Subsection 12","[[-122.03889, 42.07093, 0.0], [-122.06466, 42.11348, 0.0]]"
194,"Cedar Mtn-Mahogany Mtn, Subsection 13","[[-122.06466, 42.11348, 0.0], [-122.09046, 42.15603, 0.0]]"
2309,"Cedar Mtn-Mahogany Mtn, Subsection 14","[[-122.09046, 42.15603, 0.0], [-122.1163, 42.19857, 0.0]]"
2873,"Lake Isabella (Seismicity), Subsection 5","[[-118.33944, 35.80365, 0.0], [-118.31837, 35.86935, 0.0]]"
1815,"Lake Isabella (Seismicity), Subsection 6","[[-118.31837, 35.86935, 0.0], [-118.31408, 35.88272, 0.0], [-118.31344, 35.93679, 0.0]]"
416,"Lake Isabella (Seismicity), Subsection 7","[[-118.31344, 35.93679, 0.0], [-118.31308, 35.96672, 0.0], [-118.33558, 36.00002, 0.0]]"
1818,"Baker, Subsection 1","[[-115.95292, 34.97149, 0.0], [-115.98544, 35.0211, 0.0]]"
1206,"Baker, Subsection 2","[[-115.98544, 35.0211, 0.0], [-116.018, 35.07071, 0.0]]"
524,"Baker, Subsection 3","[[-116.018, 35.07071, 0.0], [-116.05061, 35.12031, 0.0]]"
1634,"Baker, Subsection 4","[[-116.05061, 35.12031, 0.0], [-116.08325, 35.1699, 0.0]]"
1637,"Baker, Subsection 5","[[-116.08325, 35.1699, 0.0], [-116.10782, 35.20719, 0.0], [-116.11679, 35.21907, 0.0]]"
1687,"Baker, Subsection 6","[[-116.11679, 35.21907, 0.0], [-116.15302, 35.26699, 0.0]]"
91,"Baker, Subsection 7","[[-116.15302, 35.26699, 0.0], [-116.18929, 35.3149, 0.0]]"
2338,"West Tahoe, Subsection 4","[[-120.09541, 39.04126, 0.0], [-120.10571, 39.09801, 0.0], [-120.10188, 39.11614, 0.0]]"
2502,"West Tahoe, Subsection 3","[[-120.07468, 38.96758, 0.0], [-120.08786, 38.99956, 0.0], [-120.09541, 39.04126, 0.0]]"
2159,"West Tahoe, Subsection 2","[[-120.06019, 38.89276, 0.0], [-120.07408, 38.96611, 0.0], [-120.07468, 38.96758, 0.0]]"
2105,"West Tahoe, Subsection 1","[[-120.0258, 38.8222, 0.0], [-120.05867, 38.88471, 0.0], [-120.06019, 38.89276, 0.0]]"
2831,"McLean Lake, Subsection 1","[[-116.90539, 35.48744, 0.0], [-116.86122, 35.47831, 0.0], [-116.84792, 35.47925, 0.0]]"
2466,"McLean Lake, Subsection 2","[[-116.84792, 35.47925, 0.0], [-116.78922, 35.48338, 0.0]]"
1384,"McLean Lake, Subsection 3","[[-116.78922, 35.48338, 0.0], [-116.73051, 35.48748, 0.0]]"
1892,"McLean Lake, Subsection 4","[[-116.73051, 35.48748, 0.0], [-116.6718, 35.49155, 0.0]]"
1241,"McLean Lake, Subsection 5","[[-116.6718, 35.49155, 0.0], [-116.67093, 35.49161, 0.0], [-116.6129, 35.493, 0.0]]"
2617,"McLean Lake, Subsection 6","[[-116.6129, 35.493, 0.0], [-116.55399, 35.49437, 0.0]]"
2398,"McLean Lake, Subsection 7","[[-116.55399, 35.49437, 0.0], [-116.49509, 35.49572, 0.0]]"
1600,"McLean Lake, Subsection 8","[[-116.49509, 35.49572, 0.0], [-116.48233, 35.49601, 0.0], [-116.44309, 35.47621, 0.0]]"
2082,"McLean Lake, Subsection 9","[[-116.44309, 35.47621, 0.0], [-116.39304, 35.45091, 0.0]]"
2531,"La Panza 2011, Subsection 1","[[-120.02047, 35.10493, 0.0], [-120.07321, 35.13816, 0.0], [-120.08798, 35.15073, 0.0]]"
457,"La Panza 2011, Subsection 0","[[-119.95092, 35.06102, 0.0], [-120.02047, 35.10493, 0.0]]"
2417,"Panamint Valley, Subsection 0","[[-116.90464, 35.61219, 0.0], [-116.94231, 35.63979, 0.0], [-116.95898, 35.6497, 0.0]]"
1202,"Panamint Valley, Subsection 1","[[-116.95898, 35.6497, 0.0], [-116.97594, 35.65978, 0.0], [-117.02313, 35.67413, 0.0]]"
1772,"Emerson-Copper Mtn 2011, Subsection 3","[[-116.3007, 34.29877, 0.0], [-116.30418, 34.30812, 0.0], [-116.31681, 34.33355, 0.0], [-116.33207, 34.35145, 0.0]]"
800,"Emerson-Copper Mtn 2011, Subsection 4","[[-116.33207, 34.35145, 0.0], [-116.35028, 34.3728, 0.0], [-116.37341, 34.39979, 0.0]]"
1378,"Oak Ridge (Offshore) west extension, Subsection 10","[[-119.78868, 34.29171, 0.0], [-119.77475, 34.28229, 0.0]]"
2786,"Oak Ridge (Offshore) west extension, Subsection 9","[[-119.80505, 34.29731, 0.0], [-119.79242, 34.29424, 0.0], [-119.78868, 34.29171, 0.0]]"
920,"Oak Ridge (Offshore) west extension, Subsection 8","[[-119.82231, 34.30152, 0.0], [-119.80505, 34.29731, 0.0]]"
2051,"Oak Ridge (Offshore) west extension, Subsection 7","[[-119.83958, 34.30572, 0.0], [-119.82231, 34.30152, 0.0]]"
2711,"Oak Ridge (Offshore) west extension, Subsection 6","[[-119.85685, 34.30992, 0.0], [-119.83958, 34.30572, 0.0]]"
650,"Oak Ridge (Offshore) west extension, Subsection 5","[[-119.87448, 34.31235, 0.0], [-119.8653, 34.31197, 0.0], [-119.85685, 34.30992, 0.0]]"
2144,"Gravel Hills-Harper Lk, Subsection 9","[[-117.31801, 35.161, 0.0], [-117.33739, 35.17459, 0.0], [-117.36334, 35.19278, 0.0]]"
908,"Gravel Hills-Harper Lk, Subsection 10","[[-117.36334, 35.19278, 0.0], [-117.4087, 35.22454, 0.0]]"
2572,"Gravel Hills-Harper Lk, Subsection 11","[[-117.4087, 35.22454, 0.0], [-117.4541, 35.25629, 0.0]]"
2052,"Likely 2011 CFM, Subsection 1","[[-120.28249, 40.92065, 0.0], [-120.31991, 40.95029, 0.0]]"
709,"Likely 2011 CFM, Subsection 2","[[-120.31991, 40.95029, 0.0], [-120.35737, 40.97992, 0.0]]"
1932,"Likely 2011 CFM, Subsection 3","[[-120.35737, 40.97992, 0.0], [-120.36126, 40.983, 0.0], [-120.38701, 41.01414, 0.0]]"
198,"Likely 2011 CFM, Subsection 4","[[-120.38701, 41.01414, 0.0], [-120.41577, 41.04888, 0.0]]"
2557,"Likely 2011 CFM, Subsection 5","[[-120.41577, 41.04888, 0.0], [-120.42656, 41.0619, 0.0], [-120.45015, 41.08034, 0.0]]"
839,"Likely 2011 CFM, Subsection 6","[[-120.45015, 41.08034, 0.0], [-120.48789, 41.10981, 0.0]]"
779,"Likely 2011 CFM, Subsection 7","[[-120.48789, 41.10981, 0.0], [-120.49539, 41.11566, 0.0], [-120.52039, 41.14255, 0.0]]"
168,"Likely 2011 CFM, Subsection 8","[[-120.52039, 41.14255, 0.0], [-120.54455, 41.16851, 0.0], [-120.55267, 41.17547, 0.0]]"
200,"Likely 2011 CFM, Subsection 9","[[-120.55267, 41.17547, 0.0], [-120.5886, 41.20624, 0.0]]"
2476,"Likely 2011 CFM, Subsection 10","[[-120.5886, 41.20624, 0.0], [-120.59658, 41.21307, 0.0], [-120.61911, 41.24006, 0.0]]"
1117,"Likely 2011 CFM, Subsection 11","[[-120.61911, 41.24006, 0.0], [-120.63558, 41.25979, 0.0], [-120.65183, 41.27256, 0.0]]"
161,"Likely 2011 CFM, Subsection 12","[[-120.65183, 41.27256, 0.0], [-120.68953, 41.30214, 0.0]]"
2730,"Likely 2011 CFM, Subsection 13","[[-120.68953, 41.30214, 0.0], [-120.72691, 41.33144, 0.0], [-120.7273, 41.33169, 0.0]]"
698,"Likely 2011 CFM, Subsection 14","[[-120.7273, 41.33169, 0.0], [-120.76886, 41.35823, 0.0]]"
1920,"Likely 2011 CFM, Subsection 15","[[-120.76886, 41.35823, 0.0], [-120.81046, 41.38475, 0.0]]"
547,"Likely 2011 CFM, Subsection 16","[[-120.81046, 41.38475, 0.0], [-120.82899, 41.39655, 0.0], [-120.85029, 41.41271, 0.0]]"
2183,"Likely 2011 CFM, Subsection 17","[[-120.85029, 41.41271, 0.0], [-120.88871, 41.44184, 0.0]]"
2171,"Lenwood-Lockhart-Old Woman Springs, Subsection 9","[[-116.9667, 34.78146, 0.0], [-117.0174, 34.82009, 0.0]]"
1991,"Lenwood-Lockhart-Old Woman Springs, Subsection 8","[[-116.91855, 34.74107, 0.0], [-116.926, 34.7504, 0.0], [-116.9667, 34.78146, 0.0]]"
926,"Lenwood-Lockhart-Old Woman Springs, Subsection 7","[[-116.88065, 34.69358, 0.0], [-116.91855, 34.74107, 0.0]]"
2664,"Lenwood-Lockhart-Old Woman Springs, Subsection 6","[[-116.84279, 34.64609, 0.0], [-116.88065, 34.69358, 0.0]]"
188,"Lenwood-Lockhart-Old Woman Springs, Subsection 5","[[-116.80445, 34.59886, 0.0], [-116.842, 34.6451, 0.0], [-116.84279, 34.64609, 0.0]]"
281,"Lenwood-Lockhart-Old Woman Springs, Subsection 4","[[-116.76615, 34.55163, 0.0], [-116.767, 34.5527, 0.0], [-116.80445, 34.59886, 0.0]]"
1442,"Death Valley (Fish Lake Valley), Subsection 10","[[-118.13148, 37.72469, 0.0], [-118.15497, 37.75171, 0.0], [-118.1662, 37.77487, 0.0]]"
2561,"San Diego Trough north alt2, Subsection 28","[[-118.12107, 33.19414, 0.0], [-118.16363, 33.20098, 0.0]]"
236,"Thirty Mile Bank, Subsection 6","[[-117.97401, 32.97771, 0.3], [-118.01474, 33.01503, 0.3], [-118.06195, 33.02856, 0.3]]"
