d_pipe_mean,d_pipe_sigma,d_pipe_low,d_pipe_high,d_pipe_dist_type,soil_type,soil_density,t_pipe_mean,t_pipe_sigma,t_pipe_low,t_pipe_high,t_pipe_dist_type,sigma_y_mean,sigma_y_sigma,sigma_y_low,sigma_y_high,sigma_y_dist_type,n_param_mean,n_param_sigma,n_param_low,n_param_high,n_param_dist_type,r_param_mean,r_param_sigma,r_param_low,r_param_high,r_param_dist_type,alpha_backfill_mean,alpha_backfill_sigma,alpha_backfill_low,alpha_backfill_high,alpha_backfill_dist_type,s_u_backfill_mean,s_u_backfill_sigma,s_u_backfill_low,s_u_backfill_high,s_u_backfill_dist_type,gamma_backfill_mean,gamma_backfill_sigma,gamma_backfill_low,gamma_backfill_high,gamma_backfill_dist_type,h_pipe_mean,h_pipe_sigma,h_pipe_low,h_pipe_high,h_pipe_dist_type,phi_backfill_mean,phi_backfill_sigma,phi_backfill_low,phi_backfill_high,phi_backfill_dist_type,delta_backfill_mean,delta_backfill_sigma,delta_backfill_low,delta_backfill_high,delta_backfill_dist_type,op_press_mean,op_press_sigma,op_press_low,op_press_high,op_press_dist_type,l_anchor_mean,l_anchor_sigma,l_anchor_low,l_anchor_high,l_anchor_dist_type,beta_crossing_mean,beta_crossing_sigma,beta_crossing_low,beta_crossing_high,beta_crossing_dist_type,psi_dip_mean,psi_dip_sigma,psi_dip_low,psi_dip_high,psi_dip_dist_type,phi_soil_mean,phi_soil_sigma,phi_soil_low,phi_soil_high,phi_soil_dist_type,coh_soil_mean,coh_soil_sigma,coh_soil_low,coh_soil_high,coh_soil_dist_type,gamma_soil_mean,gamma_soil_sigma,gamma_soil_low,gamma_soil_high,gamma_soil_dist_type,t_slope_mean,t_slope_sigma,t_slope_low,t_slope_high,t_slope_dist_type,slope_mean,slope_sigma,slope_low,slope_high,slope_dist_type,steel_grade,level_to_run,GeologicUnit_WillsEtal2015,wills_geo_unit_desc
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.845883202923601,1.294032923071658,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.2804603,-0.013683704,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.952728644624869,2.3394001576773036,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,2.49407,0.121686086,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,7.991186245654583,2.6888123093320706,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.5162414,-0.07397767,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,4.146304301152812,1.3951162819210416,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.4993467,0.024363209,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.0960497622980565,2.05115149807464,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.8066653,0.039357334,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.760477818332746,1.938240855541304,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.18339211,-0.008947731,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.31039039969008,2.796215644979177,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.9052066,-0.09295534,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.686376323895818,1.2403632867287107,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.036508,-0.050571393,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.943427779529266,3.0092151480385,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.06483153,-0.0031631412,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.238061129893172,2.771878853797432,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.31673646,-0.015453624,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.106755741681516,2.7276982361454394,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.877559,-0.09160641,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.187647916839409,2.081971734003545,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.14674419,0.007159673,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.446830313669605,2.1691794147578474,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.3472344,-0.065731786,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,4.891851758106289,1.6459723022694355,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.8063201,-0.03934049,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,4.6839813664123815,1.576029686648859,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.6610479,0.032252636,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.803326104992462,1.9526581143890855,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.67547214,-0.032956395,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.8628327612373745,1.2997359788672351,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.75553083,0.036862474,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.732693818150621,1.9288923108577403,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.59365034,0.028964298,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.501258210544727,1.8510206543327958,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.40921816,0.019965822,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.030204375423913,2.028996353481908,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.28619927,0.01396371,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.54087131138207,1.864349362971038,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,2.3650918,0.115393214,-inf,inf,lognormal,"""NA""",1,water,water
762.0,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.446985296372741,2.842176035377035,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.396702,-0.06814532,-inf,inf,lognormal,"""NA""",1,water,water
