ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,OBJ_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING
135786,-117.2429276,33.31885719,-117.2430954,33.31817246,-117.2430115,33.318514825,0.077719,2573,406.4,135786,1,244.0,188.5,356.0,167.50000000000003
135849,-117.2450617,33.27633846,-117.2450616,33.2755214,-117.24506165,33.27592993,0.090853,2573,406.4,135849,1,513.4,176.8,234.0,122.80000000000003
135921,-117.2590218,33.22865581,-117.2595369,33.22841834,-117.25927935,33.228537075,0.054706,2573,406.4,135921,1,82.4,238.1,352.0,113.89999999999999
135924,-117.2612559,33.2276109,-117.2621155,33.22720718,-117.2616857,33.22740904,0.091696,2573,406.4,135924,1,340.0,237.7,36.0,158.3
136119,-117.2668633,33.1037064,-117.2667388,33.10299325,-117.26680105,33.103349825,0.080142,2573,406.4,136119,1,1784.2,168.5,244.0,104.49999999999999
136358,-117.2214432,32.95796814,-117.2214432,32.95722081,-117.2214432,32.957594475,0.083099,2573,406.4,136358,1,1881.2,176.8,232.0,124.8
136922,-117.0760207,33.1375737,-117.0751535,33.13799909,-117.0755871,33.137786395,0.09358,2574,406.4,136922,1,1892.4,56.5,284.0,132.50000000000003
137023,-117.2176666,32.80979157,-117.217659,32.80977249,-117.2176628,32.80978203,0.002237,2575,406.4,137023,1,1.1,158.3,289.0,130.7
137618,-118.9726909,35.50391508,-118.9721278,35.50322879,-118.97240935,35.503571935,0.09177,2585,406.4,137618,1,212.8,143.8,38.0,105.80000000000003
137654,-118.961919,35.48637163,-118.9615007,35.48578149,-118.96170985,35.48607656,0.075766,2586,406.4,137654,1,113.7,147.6,185.0,142.60000000000002
138061,-119.4089716,35.27160605,-119.4089516,35.27155305,-119.4089616,35.27157955,0.006167,2590,406.4,138061,1,3.1,160.7,344.0,176.70000000000022
138281,-119.3496966,35.27278704,-119.3494066,35.27285104,-119.3495516,35.27281904,0.027271,2590,406.4,138281,1,154.8,72.8,20.0,127.19999999999999
138826,-122.0347335,39.3014932,-122.0349736,39.30067628,-122.03485355,39.30108474,0.093157,2593,457.2,138826,1,9525.8,192.3,223.0,149.3
138860,-122.0406686,39.27315863,-122.0408156,39.27233803,-122.0407421,39.27274833,0.09212,2593,457.2,138860,1,6338.2,187.3,261.0,106.30000000000001
138897,-122.0457923,39.24279619,-122.0459311,39.24191265,-122.0458617,39.24235442,0.09897,2593,457.2,138897,1,2934.5,186.4,235.0,131.40000000000003
139677,-121.8111881,38.74200404,-121.8104002,38.74140587,-121.81079415,38.741704955,0.09536,2593,457.2,139677,1,1257.7,133.4,317.0,176.4
139884,-121.708044,38.62849747,-121.7076723,38.62786618,-121.70785815,38.628181825,0.077266,2593,457.2,139884,1,519.3,154.4,89.0,114.6
140763,-121.345331,37.60544931,-121.3448082,37.60478304,-121.3450696,37.605116175,0.087234,2596,457.2,140763,1,250.3,147.0,138.0,170.99999999999997
141012,-121.2065814,37.49223661,-121.2064053,37.49214165,-121.20649335,37.49218913,0.018785,2596,457.2,141012,1,2002.8,123.0,84.0,141.0
141084,-121.1699063,37.4509319,-121.16961,37.45048565,-121.16975815,37.450708775,0.056092,2596,457.2,141084,1,460.4,151.0,71.0,100.0
141464,-121.0786706,37.20420282,-121.078501,37.2035256,-121.0785858,37.20386421,0.076787,2596,457.2,141464,1,3306.6,167.5,107.0,119.5
141559,-121.0507887,37.1411552,-121.0505032,37.14046704,-121.05064595,37.14081112,0.080596,2596,457.2,141559,1,3739.5,160.4,107.0,126.6
141951,-120.8373389,36.93025125,-120.8368673,36.92982633,-120.8371031,36.93003879,0.063164,2596,457.2,141951,1,3625.2,137.0,53.0,96.0
142325,-120.6502919,36.73266108,-120.6497988,36.73212619,-120.65004535,36.732393635,0.073949,2596,457.2,142325,1,16776.2,142.0,52.0,90.0
142564,-120.514761,36.58071155,-120.5142553,36.58004707,-120.51450815,36.58037931,0.086592,2596,457.2,142564,1,4495.4,147.0,79.0,111.99999999999999
142925,-121.5215199,37.98313154,-121.5205408,37.98311642,-121.52103035,37.98312398,0.085828,2597,457.2,142925,1,177.7,90.2,-1.0,135.0
142937,-121.5099574,37.98341481,-121.5090103,37.98345947,-121.50948385,37.98343714,0.083155,2597,457.2,142937,1,1193.2,85.7,99.0,166.70000000000005
143284,-121.4742584,37.98478317,-121.4740396,37.98487393,-121.474149,37.98482855,0.021669,2612,457.2,143284,1,10.8,61.4,324.0,97.40000000000002
143454,-118.4770502,34.16202301,-118.4770537,34.16265503,-118.47705195,34.16233902,0.070278,2615,457.2,143454,1,175.6,357.2,96.0,98.80000000000004
143610,-118.5809631,34.17341232,-118.5816879,34.17294693,-118.5813255,34.173179625,0.084404,2615,457.2,143610,1,786.0,229.8,64.0,165.8
144079,-118.8810712,34.22847579,-118.8819242,34.2288869,-118.8814977,34.228681345,0.090772,2615,457.2,144079,1,1535.0,297.8,254.0,136.20000000000005
144369,-119.1053925,34.2726059,-119.1062622,34.27293587,-119.10582735,34.272770885,0.087935,2615,457.2,144369,1,1751.5,292.4,200.0,92.39999999999998
144602,-119.2575129,34.29420409,-119.2575859,34.29439374,-119.2575494,34.294298915,0.022129,2615,457.2,144602,1,455.1,340.2,261.0,100.8
144607,-119.2583338,34.29706192,-119.2582601,34.29773712,-119.25829695,34.29739952,0.075383,2615,457.2,144607,1,312.2,3.1,90.0,93.1
144668,-119.2942557,34.29974256,-119.2950821,34.29992294,-119.2946689,34.29983275,0.078517,2615,457.2,144668,1,39.4,282.6,197.0,94.39999999999995
144857,-121.8317891,39.07768905,-121.8327704,39.07770145,-121.83227975,39.07769525,0.084717,2617,508.0,144857,1,388.6,270.2,-1.0,135.0
145420,-121.6420046,38.57480921,-121.6408808,38.57479542,-121.6414427,38.574802315,0.097706,2619,508.0,145420,1,548.9,90.0,160.0,110.0
145506,-121.5832665,38.56698781,-121.5832516,38.56638811,-121.58325905,38.56668796,0.066696,2619,508.0,145506,1,1395.0,178.0,88.0,90.00000000000003
145528,-121.5832082,38.55256715,-121.58321,38.55179582,-121.5832091,38.552181485,0.085768,2619,508.0,145528,1,3007.1,179.2,276.0,96.79999999999998
145859,-121.4685974,38.48980331,-121.4687671,38.49035116,-121.46868225,38.490077235,0.062683,2620,508.0,145859,1,31.3,345.4,253.0,92.4
146091,-121.2363892,38.19641495,-121.2368088,38.19633102,-121.236599,38.196372985,0.037837,2623,508.0,146091,1,140.6,254.7,281.0,153.7
146101,-121.2443106,38.19631904,-121.2454367,38.1963223,-121.24487365,38.19632067,0.098408,2623,508.0,146101,1,868.5,269.1,310.0,139.10000000000002
146287,-121.3807678,38.17482758,-121.3818754,38.17482758,-121.3813216,38.17482758,0.096819,2624,508.0,146287,1,1587.8,269.0,277.0,172.00000000000003
146371,-121.4410774,38.15797603,-121.4418508,38.15790392,-121.4414641,38.157939975,0.068095,2624,508.0,146371,1,3601.8,262.3,340.0,102.3
147017,-122.0225601,38.01235199,-122.0233078,38.01211548,-122.02293395,38.012233735,0.070587,2626,508.0,147017,1,81.3,247.6,359.0,111.39999999999993
147562,-122.3406271,37.97075477,-122.3410632,37.97032268,-122.34084515,37.970538725,0.061399,2626,508.0,147562,1,333.0,218.2,293.0,105.19999999999997
147718,-120.1404629,36.48339144,-120.1412582,36.48294544,-120.14086055,36.48316844,0.08669,2631,508.0,147718,1,3379.5,233.5,29.0,155.50000000000009
147802,-120.2056161,36.44308632,-120.2065068,36.44256863,-120.20606145,36.442827475,0.098293,2631,508.0,147802,1,8129.0,232.6,19.0,146.40000000000003
148010,-121.8865285,37.40245473,-121.8861902,37.40184627,-121.88635935,37.4021505,0.073963,2632,508.0,148010,1,1783.7,155.4,264.0,108.60000000000001
148202,-121.805336,37.31505966,-121.8053207,37.31463623,-121.80532835,37.314847945,0.047103,2632,508.0,148202,1,1750.1,177.6,349.0,171.40000000000006
149086,-119.8976577,36.21697313,-119.8983347,36.21638322,-119.8979962,36.216678175,0.089394,2636,508.0,149086,1,5447.0,221.1,92.0,129.10000000000002
149305,-120.0430341,36.08705154,-120.0436264,36.08644796,-120.04333025,36.08674975,0.085657,2636,508.0,149305,1,7931.3,216.8,31.0,174.20000000000002
149445,-120.0886459,36.0427742,-120.0885941,36.04203774,-120.08862,36.04240597,0.082023,2637,508.0,149445,1,442.4,175.0,104.0,109.00000000000003
149555,-120.1417965,35.9745504,-120.142551,35.97403107,-120.14217375,35.974290735,0.089132,2637,508.0,149555,1,1838.9,228.1,45.0,176.89999999999998
150464,-120.7477441,35.4941961,-120.7485044,35.49371457,-120.74812425,35.493955335,0.087205,2637,508.0,150464,1,1156.4,230.9,110.0,120.90000000000006
150990,-119.5170467,34.92589591,-119.5170535,34.92526678,-119.5170501,34.925581345,0.069959,2639,508.0,150990,1,1120.3,178.5,302.0,123.5
151092,-119.4909936,34.85958008,-119.4906059,34.85876803,-119.49079975,34.859174055,0.096978,2639,508.0,151092,1,8913.4,156.5,242.0,94.49999999999997
151772,-119.3377171,34.45194262,-119.3377228,34.45186234,-119.33771995,34.45190248,0.008942,2639,508.0,151772,1,2274.1,181.3,133.0,131.7
151798,-119.3317876,34.43767309,-119.3313872,34.43693184,-119.3315874,34.437302465,0.090233,2639,508.0,151798,1,1319.2,153.8,325.0,171.20000000000005
152339,-118.1425781,34.11790848,-118.1434357,34.11843403,-118.1430069,34.118171255,0.098223,2640,508.0,152339,1,240.1,303.7,148.0,155.69999999999996
152363,-118.1502151,34.12691684,-118.1502158,34.12757708,-118.15021545,34.12724696,0.073415,2640,508.0,152363,1,163.3,357.2,297.0,119.80000000000004
152525,-118.4000537,33.91632572,-118.4009229,33.91633008,-118.4004883,33.9163279,0.080207,2643,508.0,152525,1,201.3,267.8,123.0,144.79999999999998
152741,-118.2848751,33.86141329,-118.2856903,33.86105245,-118.2852827,33.86123287,0.085298,2645,508.0,152741,1,539.8,239.4,140.0,99.40000000000002
153217,-117.3164683,33.13615704,-117.3154047,33.13608225,-117.3159365,33.136119645,0.099382,2649,508.0,153217,1,441.4,91.7,331.0,120.7
153399,-117.097086,32.85262258,-117.0962852,32.85275023,-117.0966856,32.852686405,0.076139,2651,508.0,153399,1,1516.7,76.1,242.0,165.9
153610,-117.0846817,32.63023948,-117.0844149,32.62956163,-117.0845483,32.629900555,0.079406,2652,508.0,153610,1,568.1,158.4,243.0,95.40000000000002
153627,-120.1092604,36.03228214,-120.1102063,36.03191809,-120.10973335,36.032100115,0.094199,2653,508.0,153627,1,115.7,242.9,260.0,162.9
153757,-119.3278732,35.02809143,-119.3288039,35.02765325,-119.32833855,35.02787234,0.097753,2654,508.0,153757,1,5025.6,238.1,33.0,154.9
153989,-119.467685,34.94551467,-119.4684954,34.94549696,-119.4680902,34.945505815,0.073891,2654,508.0,153989,1,528.3,266.5,183.0,96.50000000000003
155417,-119.5914111,35.31378742,-119.5914327,35.31378945,-119.5914219,35.313788435,0.001973,2657,508.0,155417,1,1697.6,274.6,99.0,175.6000000000001
155555,-119.598787,35.31460567,-119.5987925,35.31461062,-119.59878975,35.314608145,0.000743,2657,508.0,155555,1,2517.2,315.7,177.0,138.7
156324,-121.3024561,41.86431474,-121.3023675,41.86348068,-121.3024118,41.86389771,0.093033,2658,508.0,156324,1,17145.6,174.3,113.0,118.69999999999996
156328,-121.302087,41.86083826,-121.3019934,41.85995745,-121.3020402,41.860397855,0.098248,2658,508.0,156328,1,17535.4,174.3,171.0,176.70000000000007
156417,-121.2786725,41.79476199,-121.2786004,41.79391716,-121.27863645,41.794339575,0.094131,2658,508.0,156417,1,25675.5,175.2,261.0,94.19999999999997
156419,-121.2785283,41.79307233,-121.2784562,41.7922275,-121.27849225,41.792649915,0.094131,2658,508.0,156419,1,25863.5,175.2,279.0,103.80000000000003
156582,-121.2384375,41.66287244,-121.2380782,41.66216664,-121.23825785,41.66251954,0.083965,2658,508.0,156582,1,41109.3,157.9,277.0,119.10000000000002
156891,-120.988298,41.52871255,-120.98714,41.52887594,-120.987719,41.528794245,0.098093,2658,508.0,156891,1,19158.3,78.0,238.0,160.0
157100,-120.8440114,41.44755595,-120.8429548,41.4473909,-120.8434831,41.447473425,0.089957,2658,508.0,157100,1,1483.0,100.3,257.0,156.7
157106,-120.8374434,41.44652963,-120.8363297,41.44635557,-120.83688655,41.4464426,0.094822,2658,508.0,157106,1,920.0,100.3,200.0,99.7
157122,-120.8232386,41.44510712,-120.8221238,41.44511141,-120.8226812,41.445109265,0.092921,2658,508.0,157122,1,253.0,88.3,239.0,150.7
157392,-120.5649051,41.41997813,-120.563751,41.41979065,-120.56432805,41.41988439,0.098464,2658,508.0,157392,1,23411.8,100.6,280.0,179.40000000000006
157822,-120.5033338,41.13181222,-120.5029246,41.13131138,-120.5031292,41.1315618,0.065391,2659,508.0,157822,1,6405.3,146.7,43.0,103.69999999999999
159182,-120.0684656,40.24871255,-120.0679333,40.24798707,-120.06819945,40.24834981,0.092458,2659,508.0,159182,1,323.6,148.8,13.0,135.8
159239,-120.0395561,40.20838012,-120.0390119,40.20762307,-120.039284,40.208001595,0.096031,2659,508.0,159239,1,5438.7,149.2,88.0,118.80000000000001
159657,-122.6051523,38.22492952,-122.6050266,38.22439517,-122.60508945,38.224662345,0.060423,2661,533.4,159657,1,90.5,169.2,335.0,165.79999999999995
160002,-122.5513239,38.0741422,-122.5513727,38.07387355,-122.5513483,38.074007875,0.030176,2661,533.4,160002,1,758.9,187.9,156.0,148.09999999999997
160080,-122.5325914,38.05081386,-122.5325928,38.05075455,-122.5325921,38.050784205,0.006596,2661,533.4,160080,1,133.1,180.8,119.0,118.2
160740,-121.8113255,37.61610722,-121.8106334,37.61656698,-121.81097945,37.6163371,0.079559,2666,558.8,160740,1,9569.7,49.4,209.0,159.59999999999997
161750,-119.5292734,34.40630074,-119.529562,34.40581429,-119.5294177,34.406057515,0.060223,2668,558.8,161750,1,58.5,204.2,216.0,168.2
162252,-118.481839,34.1562351,-118.4828367,34.15637218,-118.48233785,34.15630364,0.09306,2669,558.8,162252,1,527.0,276.8,71.0,154.20000000000002
162316,-118.5206861,34.17216537,-118.5216392,34.17216721,-118.52116265,34.17216629,0.087683,2669,558.8,162316,1,1449.7,267.6,27.0,119.4
162847,-118.8779126,34.20985194,-118.8787436,34.21018175,-118.8783281,34.210016845,0.08476,2669,558.8,162847,1,558.6,293.2,207.0,93.8
163209,-119.2905579,34.29518127,-119.2898979,34.2947073,-119.2902279,34.294944285,0.080334,2669,558.8,163209,1,281.5,128.8,300.0,171.20000000000005
163628,-118.8174973,34.70434952,-118.8168373,34.70444679,-118.8171673,34.704398155,0.061295,2670,558.8,163628,1,30.8,77.5,78.0,179.50000000000014
164040,-118.66377,34.54667028,-118.6631775,34.54608536,-118.66347375,34.54637782,0.084705,2671,558.8,164040,1,42.4,137.6,77.0,119.4
164161,-118.6155407,34.48292753,-118.61528,34.48224405,-118.61541035,34.48258579,0.079667,2671,558.8,164161,1,1954.1,160.0,73.0,93.0
164230,-118.6073456,34.44167328,-118.6068764,34.44140244,-118.607111,34.44153786,0.052519,2671,558.8,164230,1,130.0,122.4,151.0,151.4
164508,-118.5320401,34.38242186,-118.5315367,34.38176839,-118.5317884,34.382095125,0.086104,2672,558.8,164508,1,43.1,144.9,290.0,145.1
164730,-118.4968641,34.27928223,-118.4959187,34.27928522,-118.4963914,34.279283725,0.086865,2674,558.8,164730,1,43.6,87.2,150.0,117.2
165080,-122.4605929,38.24503615,-122.4616255,38.24530553,-122.4611092,38.24517084,0.095021,2676,609.6,165080,1,1004.9,288.0,143.0,145.0
165157,-122.5159483,38.24950732,-122.5163837,38.24931014,-122.516166,38.24940873,0.04389,2676,609.6,165157,1,544.0,239.8,77.0,162.80000000000004
165271,-122.139928,38.18889375,-122.140287,38.18835371,-122.1401075,38.18862373,0.067752,2677,609.6,165271,1,726.2,207.2,108.0,99.19999999999999
165329,-122.1429961,38.15995761,-122.1435855,38.15921102,-122.1432908,38.159584315,0.097711,2678,609.6,165329,1,240.8,211.4,312.0,100.60000000000001
165398,-122.1637154,38.12121582,-122.1645355,38.1211319,-122.16412545,38.12117386,0.072345,2678,609.6,165398,1,465.0,262.1,237.0,154.9
165460,-122.2001526,38.10051699,-122.2011131,38.10011735,-122.20063285,38.10031717,0.095071,2678,609.6,165460,1,800.0,241.7,288.0,133.7
165683,-121.2571201,38.32556809,-121.2580716,38.32556057,-121.25759585,38.32556433,0.083006,2679,609.6,165683,1,901.4,268.3,218.0,129.7
165991,-121.4552947,38.41195124,-121.4553899,38.41278563,-121.4553423,38.412368435,0.09315,2679,609.6,165991,1,414.5,353.9,262.0,91.89999999999993
167733,-122.2789916,37.797068,-122.2779942,37.79665367,-122.2784929,37.796860835,0.099009,2687,609.6,167733,1,548.7,117.2,226.0,108.79999999999997
167755,-122.2621634,37.79083936,-122.2612975,37.79069641,-122.26173045,37.790767885,0.077731,2687,609.6,167755,1,590.8,101.3,266.0,164.70000000000002
168531,-122.2806162,37.47845775,-122.2807027,37.47824658,-122.28065945,37.478352165,0.024691,2690,609.6,168531,1,12.3,197.6,266.0,111.60000000000001
168945,-119.1632917,35.34969436,-119.1632956,35.34886985,-119.16329365,35.349282105,0.091682,2691,609.6,168945,1,137.4,178.0,22.0,156.00000000000003
169686,-117.1563051,33.78674136,-117.1563095,33.78595393,-117.1563073,33.786347645,0.087559,2693,609.6,169686,1,4008.9,177.0,278.0,101.0
169852,-117.1365619,33.68186041,-117.1365627,33.68110166,-117.1365623,33.681481035,0.084369,2693,609.6,169852,1,2482.2,176.8,241.0,115.8
169917,-117.1323785,33.63784879,-117.1324077,33.63715914,-117.1323931,33.637503965,0.076733,2693,609.6,169917,1,7445.6,178.8,223.0,135.8
169949,-117.1290563,33.61563326,-117.1288892,33.61484543,-117.12897275,33.615239345,0.088959,2693,609.6,169949,1,9972.8,166.7,267.0,100.3
170326,-117.8624984,33.81427566,-117.862498,33.8134781,-117.8624982,33.81387688,0.088685,2694,609.6,170326,1,544.2,177.1,343.0,165.90000000000006
170882,-122.3932386,37.75765285,-122.3932988,37.75826709,-122.3932687,37.75795997,0.068505,2699,660.4,170882,1,34.2,355.2,112.0,116.80000000000004
170882,-122.3932386,37.75765285,-122.3932988,37.75826709,-122.3932687,37.75795997,0.068505,2699,660.4,170882,1,34.2,355.2,112.0,116.80000000000004
171588,-122.3632106,37.53833238,-122.3630976,37.53766086,-122.3631541,37.53799662,0.075331,2699,660.4,171588,1,658.0,172.0,208.0,143.99999999999997
171611,-122.3574448,37.52711487,-122.3572922,37.52632332,-122.3573685,37.526719095,0.089039,2699,660.4,171611,1,295.0,170.9,278.0,107.10000000000001
172100,-122.0916748,37.41153717,-122.0906778,37.41151327,-122.0911763,37.41152522,0.088096,2699,660.4,172100,1,44.1,91.2,338.0,113.20000000000003
172222,-122.0193842,37.40425869,-122.0184742,37.40446464,-122.0189292,37.404361665,0.083579,2699,660.4,172222,1,507.9,73.6,128.0,125.6
172960,-118.1908493,33.87509537,-118.1915436,33.87481308,-118.19119645,33.874954225,0.071371,2700,660.4,172960,1,35.8,241.3,148.0,93.3
172991,-118.2025424,33.85552029,-118.2027617,33.85506996,-118.20265205,33.855295125,0.054014,2700,660.4,172991,1,727.2,199.4,118.0,98.6
173053,-118.2145067,33.82157197,-118.2150854,33.82098804,-118.21479605,33.821280005,0.084106,2700,660.4,173053,1,391.2,216.9,154.0,117.10000000000002
173377,-122.0502054,39.35581434,-122.0490713,39.35579789,-122.04963835,39.355806115,0.097525,2702,762.0,173377,1,910.3,90.5,25.0,114.5
173554,-121.8925312,39.36188336,-121.8916482,39.3617901,-121.8920897,39.36183673,0.076617,2702,762.0,173554,1,1038.3,97.0,38.0,121.0
173611,-121.839379,39.3596639,-121.8388892,39.35900607,-121.8391341,39.359334985,0.084403,2702,762.0,173611,1,363.8,149.2,243.0,93.80000000000001
173939,-122.3012792,37.88861413,-122.3010801,37.88797319,-122.30117965,37.88829366,0.07338,2705,762.0,173939,1,109.9,165.7,209.0,136.7
174618,-122.0809278,37.58721029,-122.0808446,37.58641726,-122.0808862,37.586813775,0.088485,2706,762.0,174618,1,838.8,174.7,79.0,95.7
174840,-121.9859871,37.51855375,-121.9859222,37.51855102,-121.98595465,37.518552385,0.005732,2706,762.0,174840,1,154.3,92.4,214.0,121.60000000000002
175058,-122.4021354,37.68869587,-122.4017001,37.68831606,-122.40191775,37.688505965,0.057016,2707,762.0,175058,1,1806.0,137.3,165.0,152.3
175083,-122.392869,37.67760404,-122.3923341,37.67703763,-122.39260155,37.677320835,0.078631,2707,762.0,175083,1,1100.7,142.7,31.0,111.70000000000002
175153,-122.4084879,37.65368483,-122.4088058,37.6530838,-122.40864685,37.653384315,0.072455,2707,762.0,175153,1,36.2,202.4,281.0,101.40000000000005
175271,-122.3851432,37.60489034,-122.3844203,37.60441721,-122.38478175,37.604653775,0.082603,2707,762.0,175271,1,205.3,129.1,266.0,136.9
175514,-122.2729874,37.51917648,-122.272995,37.51908875,-122.2729912,37.519132615,0.009778,2707,762.0,175514,1,4.9,183.5,54.0,129.5
175602,-122.2311768,37.48916428,-122.2311319,37.48855541,-122.23115435,37.488859845,0.067819,2707,762.0,175602,1,147.2,176.2,329.0,152.8
176105,-122.4142761,37.58985901,-122.4136963,37.58914185,-122.4139862,37.58950043,0.094705,2708,762.0,176105,1,87.8,146.9,242.0,95.1
176208,-122.3647668,37.54389886,-122.3644976,37.54316575,-122.3646322,37.543532305,0.084903,2708,762.0,176208,1,740.3,163.3,106.0,122.69999999999997
176412,-122.2717361,37.4572525,-122.2714649,37.45729226,-122.2716005,37.45727238,0.024343,2708,762.0,176412,1,12.2,79.1,1.0,101.9
176731,-122.0849004,37.40950729,-122.0840547,37.40909189,-122.08447755,37.40929959,0.087824,2708,762.0,176731,1,462.8,121.1,1.0,120.10000000000001
176949,-121.9411907,37.41426329,-121.9407295,37.41476356,-121.9409601,37.414513425,0.068946,2708,762.0,176949,1,292.4,35.7,252.0,143.70000000000002
177160,-122.4242319,37.69153538,-122.4246368,37.69073868,-122.42443435,37.69113703,0.095485,2709,762.0,177160,1,898.3,201.6,20.0,178.4000000000002
177800,-121.4716635,36.87371185,-121.4706413,36.87339797,-121.4711524,36.87355491,0.097395,2712,762.0,177800,1,3106.1,110.0,178.0,111.99999999999999
177838,-121.4360657,36.86352539,-121.4355659,36.86385536,-121.4358158,36.863690375,0.057648,2712,762.0,177838,1,28.8,49.7,342.0,112.29999999999998
178597,-119.8064742,35.60941312,-119.8060168,35.60882965,-119.8062455,35.609121385,0.076936,2713,762.0,178597,1,3852.4,145.5,70.0,104.50000000000001
178790,-119.7095923,35.4856371,-119.7090137,35.48487738,-119.709303,35.48525724,0.099402,2713,762.0,178790,1,12163.3,146.2,80.0,113.80000000000001
178818,-119.695836,35.46798832,-119.6952546,35.46723539,-119.6955453,35.467611855,0.098902,2713,762.0,178818,1,14487.0,145.8,54.0,91.80000000000001
179120,-119.539852,35.28219821,-119.5393541,35.28174343,-119.53960305,35.28197082,0.067822,2713,762.0,179120,1,21755.3,136.1,196.0,120.1
179552,-119.2212328,35.09736621,-119.2205608,35.09703402,-119.2208968,35.097200115,0.071429,2713,762.0,179552,1,4320.8,118.9,1.0,117.90000000000002
179574,-119.202235,35.08803147,-119.2013639,35.08760492,-119.20179945,35.087818195,0.092367,2713,762.0,179574,1,2289.9,118.6,3.0,115.60000000000001
179849,-118.9919556,34.9772264,-118.9912301,34.97669485,-118.99159285,34.976960625,0.088673,2713,762.0,179849,1,3431.3,129.4,67.0,117.6
180171,-114.5047468,34.71307188,-114.5037081,34.71312932,-114.50422745,34.7131006,0.095156,2714,762.0,180171,1,336.1,81.3,67.0,165.70000000000002
180323,-119.4348905,35.11853478,-119.4357293,35.11833698,-119.4353099,35.11843588,0.079399,2715,762.0,180323,1,210.1,251.9,111.0,140.89999999999998
180539,-119.1166727,35.05814482,-119.1177398,35.05829138,-119.11720625,35.0582181,0.098486,2717,762.0,180539,1,547.2,277.3,12.0,94.70000000000002
181281,-115.0787107,34.6874355,-115.0797451,34.68733104,-115.0792279,34.68738327,0.095288,2718,762.0,181281,1,23118.1,258.5,127.0,131.5
181362,-115.1583834,34.68203519,-115.1593864,34.68201083,-115.1588849,34.68202301,0.091752,2718,762.0,181362,1,15742.3,263.8,284.0,159.80000000000007
181621,-115.4224949,34.67415938,-115.4235818,34.67411533,-115.42303835,34.674137355,0.099514,2718,762.0,181621,1,8524.0,262.9,152.0,110.89999999999999
181742,-115.5404292,34.68686474,-115.5414357,34.68703358,-115.54093245,34.68694916,0.093922,2718,762.0,181742,1,19611.3,277.2,119.0,158.20000000000002
181760,-115.5583857,34.69013947,-115.5594359,34.69033811,-115.5589108,34.69023879,0.098527,2718,762.0,181760,1,21307.8,278.6,139.0,139.60000000000002
181845,-115.6447431,34.70314368,-115.6456083,34.70316289,-115.6451757,34.703153285,0.079121,2718,762.0,181845,1,29398.8,267.3,267.0,179.7000000000007
181875,-115.6738968,34.7016606,-115.6748649,34.70134,-115.67438085,34.7015003,0.095411,2718,762.0,181875,1,32188.3,244.0,159.0,95.00000000000001
181989,-115.7833481,34.66730118,-115.7843082,34.66732772,-115.78382815,34.66731445,0.087855,2718,762.0,181989,1,27686.8,267.8,162.0,105.79999999999998
182942,-115.4797055,34.49706692,-115.4791958,34.49639878,-115.47945065,34.49673285,0.087758,2719,762.0,182942,1,755.3,143.4,199.0,124.39999999999999
183082,-115.3873885,34.42371837,-115.3865231,34.42326056,-115.3869558,34.423489465,0.094298,2719,762.0,183082,1,11370.9,118.2,212.0,93.8
183106,-115.3662996,34.41253705,-115.3654617,34.41211174,-115.36588065,34.412324395,0.090248,2719,762.0,183106,1,13683.5,117.2,211.0,93.8
183125,-115.3504103,34.4043585,-115.3495806,34.403917,-115.34999545,34.40413775,0.090578,2719,762.0,183125,1,15413.1,118.4,220.0,101.60000000000002
183167,-115.3143042,34.38510151,-115.3134276,34.38463076,-115.3138659,34.384866135,0.095973,2719,762.0,183167,1,19386.6,118.6,224.0,105.4
183250,-115.2693762,34.34076112,-115.2688177,34.34005361,-115.26909695,34.340407365,0.093908,2719,762.0,183250,1,25960.6,142.4,213.0,109.39999999999999
184308,-114.648789,33.72072445,-114.6480623,33.72033487,-114.64842565,33.72052966,0.079961,2719,762.0,184308,1,6356.9,118.0,215.0,97.0
184320,-114.6403101,33.71496536,-114.6396086,33.71441618,-114.63995935,33.71469077,0.089101,2719,762.0,184320,1,5330.1,128.5,176.0,132.5
184778,-116.7491303,34.72255861,-116.7499637,34.72260844,-116.749547,34.722583525,0.076368,2720,762.0,184778,1,2240.5,270.6,167.0,103.6
184924,-116.8752517,34.6994864,-116.8762389,34.69932278,-116.8757453,34.69940459,0.092064,2720,762.0,184924,1,14581.1,255.2,358.0,102.80000000000001
185424,-117.3124173,34.56714304,-117.3125534,34.56645584,-117.31248535,34.56679944,0.077423,2720,762.0,185424,1,38.7,186.1,36.0,150.09999999999997
185441,-117.3242752,34.5602569,-117.325177,34.56013479,-117.3247261,34.560195845,0.083689,2720,762.0,185441,1,822.0,257.5,237.0,159.5
185504,-117.387128,34.55732617,-117.3881565,34.55732563,-117.38764225,34.5573259,0.094186,2720,762.0,185504,1,2394.4,266.8,41.0,134.20000000000002
185567,-117.4503947,34.55746507,-117.4511108,34.55747223,-117.45075275,34.55746865,0.065582,2720,762.0,185567,1,33.0,267.5,45.0,137.50000000000003
186122,-117.9910228,34.55785029,-117.9921093,34.55784601,-117.99156605,34.55784815,0.099497,2720,762.0,186122,1,6152.9,266.9,258.0,171.10000000000002
