event_id,magnitude,annual_rate,dip,rake,dip_dir,z_tor,z_bor,fault_trace
589.0,6.35,0.00173,63.0,0.0,59.8,0.0,10.9,"[[-122.647, 38.5, 0.0], [-122.685, 38.545, 0.0], [-122.722, 38.591, 0.0], [-122.743, 38.616, 0.0]]"
590.0,6.35,0.00173,63.0,0.0,59.8,0.0,10.9,"[[-122.743, 38.616, 0.0], [-122.761, 38.636, 0.0], [-122.801, 38.68, 0.0], [-122.802, 38.681, 0.0], [-122.847, 38.72, 0.0]]"
591.0,6.35,0.00173,63.0,0.0,59.8,0.0,10.9,"[[-122.847, 38.72, 0.0], [-122.894, 38.761, 0.0], [-122.941, 38.801, 0.0], [-122.958, 38.816, 0.0], [-122.977, 38.846, 0.0]]"
592.0,6.35,0.00173,63.0,0.0,59.8,0.0,10.9,"[[-122.977, 38.846, 0.0], [-122.941, 38.801, 0.0], [-122.958, 38.816, 0.0], [-122.977, 38.846, 0.0]]"
597.0,6.35,0.00173,63.0,0.0,59.8,0.0,10.9,"[[-123.038, 38.944, 0.0], [-123.068, 38.993, 0.0], [-123.084, 39.018, 0.0], [-123.099, 39.041, 0.0]]"
650.0,6.15,0.00042,90.0,4.2,224.3,0.0,5.1,"[[-122.043, 37.633, 0.0], [-122.022, 37.62, 0.0], [-122.001, 37.607, 0.0], [-121.981, 37.595, 0.0], [-121.98, 37.594, 0.0], [-121.962, 37.579, 0.0], [-121.944, 37.563, 0.0], [-121.926, 37.548, 0.0], [-121.908, 37.533, 0.0], [-121.89, 37.517, 0.0], [-121.878, 37.507, 0.0], [-121.872, 37.502, 0.0], [-121.853, 37.487, 0.0], [-121.835, 37.472, 0.0]]"
651.0,6.65,0.000384,90.0,4.2,224.3,0.0,5.1,"[[-122.043, 37.633, 0.0], [-122.022, 37.62, 0.0], [-122.001, 37.607, 0.0], [-121.981, 37.595, 0.0], [-121.98, 37.594, 0.0], [-121.962, 37.579, 0.0], [-121.944, 37.563, 0.0], [-121.926, 37.548, 0.0], [-121.908, 37.533, 0.0], [-121.89, 37.517, 0.0], [-121.878, 37.507, 0.0], [-121.872, 37.502, 0.0], [-121.853, 37.487, 0.0], [-121.835, 37.472, 0.0]]"
661.0,6.45,0.000876,90.0,-4.2,58.5,0.0,14.7,"[[-120.369, 39.49, 0.0], [-120.395, 39.551, 0.0], [-120.398, 39.559, 0.0], [-120.433, 39.609, 0.0], [-120.453, 39.639, 0.0]]"
664.0,6.9,0.000324,90.0,-4.2,58.5,0.0,14.7,"[[-120.369, 39.49, 0.0], [-120.395, 39.551, 0.0], [-120.398, 39.559, 0.0], [-120.433, 39.609, 0.0], [-120.453, 39.639, 0.0], [-120.484, 39.659, 0.0], [-120.518, 39.681, 0.0], [-120.548, 39.7, 0.0], [-120.613, 39.74, 0.0], [-120.617, 39.743, 0.0], [-120.65, 39.798, 0.0], [-120.685, 39.856, 0.0], [-120.72, 39.915, 0.0]]"
666.0,6.55,0.000997,61.0,73.9,212.2,0.0,14.2,"[[-122.314, 37.477, 0.0], [-122.246, 37.437, 0.0], [-122.177, 37.397, 0.0]]"
